datetime,value
2024-09-01 06:00:00,1009.500
2024-09-01 09:00:00,1010.200
2024-09-01 12:00:00,1009.100
2024-09-01 15:00:00,1009.400
2024-09-02 06:00:00,1011.600
2024-09-02 09:00:00,1013.000
2024-09-02 12:00:00,1012.900
2024-09-02 15:00:00,1012.700
2024-09-03 06:00:00,1015.000
2024-09-03 09:00:00,1014.900
2024-09-03 12:00:00,1014.300
2024-09-03 15:00:00,1014.000
2024-09-04 06:00:00,1014.200
2024-09-04 09:00:00,1014.500
2024-09-04 12:00:00,1014.200
2024-09-04 15:00:00,1013.800
2024-09-05 06:00:00,1014.000
2024-09-05 09:00:00,1014.200
2024-09-05 12:00:00,1013.700
2024-09-05 15:00:00,1012.900
2024-09-06 06:00:00,1014.300
2024-09-06 09:00:00,1014.900
2024-09-06 12:00:00,1014.800
2024-09-06 15:00:00,1014.600
2024-09-07 06:00:00,1015.400
2024-09-07 09:00:00,1015.700
2024-09-07 12:00:00,1015.000
2024-09-07 15:00:00,1014.800
2024-09-08 06:00:00,1014.000
2024-09-08 09:00:00,1014.600
2024-09-08 12:00:00,1014.500
2024-09-08 15:00:00,1014.300
2024-09-09 06:00:00,1013.600
2024-09-09 09:00:00,1013.200
2024-09-09 12:00:00,1011.400
2024-09-09 15:00:00,1009.800
2024-09-10 06:00:00,1006.100
2024-09-10 09:00:00,1005.800
2024-09-10 12:00:00,1005.000
2024-09-10 15:00:00,1004.800
2024-09-11 06:00:00,1005.500
2024-09-11 09:00:00,1005.800
2024-09-11 12:00:00,1005.800
2024-09-11 15:00:00,1006.300
2024-09-12 06:00:00,1011.100
2024-09-12 09:00:00,1011.800
2024-09-12 12:00:00,1011.100
2024-09-12 15:00:00,1010.700
2024-09-13 06:00:00,1009.800
2024-09-13 09:00:00,1009.300
2024-09-13 12:00:00,1007.800
2024-09-13 15:00:00,1007.000
2024-09-14 06:00:00,1006.900
2024-09-14 09:00:00,1007.000
2024-09-14 12:00:00,1006.200
2024-09-14 15:00:00,1005.200
2024-09-15 06:00:00,1005.600
2024-09-15 09:00:00,1005.200
2024-09-15 12:00:00,1006.500
2024-09-15 15:00:00,1007.300
2024-09-16 06:00:00,1009.100
2024-09-16 09:00:00,1008.700
2024-09-16 12:00:00,1009.200
2024-09-16 15:00:00,1010.300
2024-09-17 06:00:00,1014.600
2024-09-17 09:00:00,1015.500
2024-09-17 12:00:00,1016.000
2024-09-17 15:00:00,1016.900
2024-09-18 06:00:00,1017.100
2024-09-18 09:00:00,1016.600
2024-09-18 12:00:00,1016.200
2024-09-18 15:00:00,1016.200
2024-09-19 06:00:00,1016.300
2024-09-19 09:00:00,1016.600
2024-09-19 12:00:00,1016.600
2024-09-19 15:00:00,1016.600
2024-09-20 06:00:00,1015.400
2024-09-20 09:00:00,1015.700
2024-09-20 12:00:00,1015.900
2024-09-20 15:00:00,1015.800
2024-09-21 06:00:00,1016.400
2024-09-21 09:00:00,1017.200
2024-09-21 12:00:00,1016.500
2024-09-21 15:00:00,1016.200
2024-09-22 06:00:00,1016.100
2024-09-22 09:00:00,1016.100
2024-09-22 12:00:00,1015.700
2024-09-22 15:00:00,1015.700
2024-09-23 06:00:00,1015.000
2024-09-23 09:00:00,1015.900
2024-09-23 12:00:00,1015.800
2024-09-23 15:00:00,1015.800
2024-09-24 00:00:00,
2024-09-24 01:00:00,
2024-09-24 02:00:00,
2024-09-24 03:00:00,
2024-09-24 04:00:00,
2024-09-24 05:00:00,
2024-09-24 06:00:00,1017.000
2024-09-24 07:00:00,
2024-09-24 08:00:00,
2024-09-24 09:00:00,1017.000
2024-09-24 10:00:00,
2024-09-24 11:00:00,
2024-09-24 12:00:00,1017.000
2024-09-24 13:00:00,
2024-09-24 14:00:00,
2024-09-24 15:00:00,1016.400
2024-09-24 16:00:00,
2024-09-24 17:00:00,
2024-09-24 18:00:00,
2024-09-24 19:00:00,
2024-09-24 20:00:00,
2024-09-24 21:00:00,
2024-09-24 22:00:00,
2024-09-24 23:00:00,
2024-09-25 00:00:00,
2024-09-25 01:00:00,
2024-09-25 02:00:00,
2024-09-25 03:00:00,
2024-09-25 04:00:00,
2024-09-25 05:00:00,
2024-09-25 06:00:00,1018.200
2024-09-25 07:00:00,
