datetime,value
2021-04-01 06:00:00,1002.500
2021-04-01 07:00:00,1002.700
2021-04-01 08:00:00,1003.300
2021-04-01 09:00:00,1003.400
2021-04-01 10:00:00,1003.300
2021-04-01 11:00:00,1003.200
2021-04-01 12:00:00,1003.100
2021-04-01 13:00:00,1002.800
2021-04-02 06:00:00,1000.700
2021-04-02 07:00:00,1000.900
2021-04-02 08:00:00,1000.800
2021-04-02 09:00:00,1000.500
2021-04-02 10:00:00,1000.400
2021-04-02 11:00:00,999.900
2021-04-02 12:00:00,999.300
2021-04-02 13:00:00,998.700
2021-04-05 06:00:00,998.300
2021-04-05 07:00:00,999.300
2021-04-05 08:00:00,999.400
2021-04-05 09:00:00,999.700
2021-04-05 10:00:00,1000.100
2021-04-05 11:00:00,1001.000
2021-04-05 12:00:00,1001.400
2021-04-05 13:00:00,1001.200
2021-04-06 06:00:00,994.200
2021-04-06 07:00:00,993.300
2021-04-06 08:00:00,993.000
2021-04-06 09:00:00,992.400
2021-04-06 10:00:00,991.300
2021-04-06 11:00:00,990.400
2021-04-06 12:00:00,990.000
2021-04-06 13:00:00,989.300
2021-04-07 06:00:00,990.100
2021-04-07 07:00:00,990.500
2021-04-07 08:00:00,991.100
2021-04-07 09:00:00,991.200
2021-04-07 10:00:00,991.100
2021-04-07 11:00:00,991.300
2021-04-07 12:00:00,991.500
2021-04-07 13:00:00,991.500
2021-04-08 06:00:00,999.600
2021-04-08 07:00:00,1000.600
2021-04-08 08:00:00,1001.100
2021-04-08 09:00:00,1001.800
2021-04-08 10:00:00,1002.100
2021-04-08 11:00:00,1002.500
2021-04-08 12:00:00,1002.500
2021-04-08 13:00:00,1002.700
2021-04-09 06:00:00,1010.100
2021-04-09 07:00:00,1010.400
2021-04-09 08:00:00,1010.700
2021-04-09 09:00:00,1010.600
2021-04-09 10:00:00,1010.700
2021-04-09 11:00:00,1011.000
2021-04-09 12:00:00,1010.800
2021-04-09 13:00:00,1010.800
2021-04-12 05:00:00,1010.800
2021-04-12 06:00:00,1008.600
2021-04-12 07:00:00,1008.800
2021-04-12 09:00:00,1008.600
2021-04-12 10:00:00,1008.300
2021-04-12 11:00:00,1007.800
2021-04-12 12:00:00,1007.400
2021-04-12 13:00:00,1006.900
2021-04-13 06:00:00,1004.700
2021-04-13 07:00:00,1004.700
2021-04-13 08:00:00,1004.400
2021-04-13 09:00:00,1003.900
2021-04-13 10:00:00,1003.300
2021-04-13 11:00:00,1003.000
2021-04-13 12:00:00,1002.700
2021-04-13 13:00:00,1001.900
2021-04-14 06:00:00,999.300
2021-04-14 07:00:00,999.300
2021-04-14 08:00:00,999.500
2021-04-14 09:00:00,999.200
2021-04-14 10:00:00,998.500
2021-04-14 11:00:00,998.100
2021-04-14 12:00:00,997.600
2021-04-14 13:00:00,997.100
2021-04-15 07:00:00,1002.000
2021-04-15 08:00:00,1002.300
2021-04-15 09:00:00,1002.100
2021-04-15 10:00:00,1001.800
2021-04-15 11:00:00,1001.500
2021-04-15 12:00:00,1001.200
2021-04-15 13:00:00,1000.700
2021-04-16 07:00:00,1004.300
2021-04-16 08:00:00,1004.700
2021-04-16 09:00:00,1004.400
2021-04-16 10:00:00,1004.300
2021-04-16 11:00:00,1004.400
2021-04-16 12:00:00,1003.700
2021-04-16 13:00:00,1003.700
2021-04-19 06:00:00,999.300
2021-04-19 07:00:00,999.700
2021-04-19 08:00:00,1000.000
2021-04-19 09:00:00,999.600
2021-04-19 10:00:00,999.100
2021-04-19 11:00:00,998.800
2021-04-19 12:00:00,997.400
2021-04-19 13:00:00,997.200
2021-04-20 07:00:00,996.600
2021-04-20 08:00:00,997.000
2021-04-20 09:00:00,997.100
2021-04-20 10:00:00,997.600
2021-04-20 11:00:00,997.700
2021-04-20 12:00:00,998.100
2021-04-20 13:00:00,998.500
2021-04-21 07:00:00,1003.200
2021-04-21 08:00:00,1003.600
2021-04-21 09:00:00,1003.600
2021-04-21 10:00:00,1003.300
2021-04-21 11:00:00,1003.100
2021-04-21 12:00:00,1002.700
2021-04-21 13:00:00,1002.400
2021-04-22 07:00:00,1007.700
2021-04-22 08:00:00,1008.000
2021-04-22 09:00:00,1008.000
2021-04-22 10:00:00,1007.800
2021-04-22 11:00:00,1007.800
2021-04-22 12:00:00,1007.800
2021-04-22 13:00:00,1007.400
2021-04-26 00:00:00,
2021-04-26 01:00:00,
2021-04-26 02:00:00,
2021-04-26 03:00:00,
2021-04-26 04:00:00,
2021-04-26 05:00:00,
2021-04-26 06:00:00,
2021-04-26 07:00:00,1002.400
2021-04-26 08:00:00,1002.900
2021-04-26 09:00:00,1003.000
2021-04-26 10:00:00,1003.200
2021-04-26 11:00:00,1003.200
2021-04-26 12:00:00,1002.800
2021-04-26 13:00:00,1002.500
2021-04-26 14:00:00,
2021-04-26 15:00:00,
2021-04-26 16:00:00,
2021-04-26 17:00:00,
2021-04-26 18:00:00,
2021-04-26 19:00:00,
2021-04-26 20:00:00,
2021-04-26 21:00:00,
2021-04-26 22:00:00,
2021-04-26 23:00:00,
2021-04-27 00:00:00,
2021-04-27 01:00:00,
2021-04-27 02:00:00,
2021-04-27 03:00:00,
2021-04-27 04:00:00,
2021-04-27 05:00:00,
2021-04-27 06:00:00,
2021-04-27 07:00:00,999.700
2021-04-27 08:00:00,999.500
2021-04-27 09:00:00,999.400
2021-04-27 10:00:00,998.600
2021-04-27 11:00:00,998.400
2021-04-27 12:00:00,998.100
2021-04-27 13:00:00,997.500
2021-04-27 14:00:00,
2021-04-27 15:00:00,
2021-04-27 16:00:00,
2021-04-27 17:00:00,
2021-04-27 18:00:00,
2021-04-27 19:00:00,
2021-04-27 20:00:00,
2021-04-27 21:00:00,
2021-04-27 22:00:00,
2021-04-27 23:00:00,
2021-04-28 00:00:00,
2021-04-28 01:00:00,
2021-04-28 02:00:00,
2021-04-28 03:00:00,
2021-04-28 04:00:00,
2021-04-28 05:00:00,
2021-04-28 06:00:00,
2021-04-28 07:00:00,998.600
2021-04-28 08:00:00,998.400
2021-04-28 09:00:00,998.400
2021-04-28 10:00:00,998.600
2021-04-28 11:00:00,998.600
2021-04-28 12:00:00,998.600
2021-04-28 13:00:00,998.200
2021-04-28 14:00:00,
2021-04-28 15:00:00,
2021-04-28 16:00:00,
2021-04-28 17:00:00,
2021-04-28 18:00:00,
2021-04-28 19:00:00,
2021-04-28 20:00:00,
2021-04-28 21:00:00,
2021-04-28 22:00:00,
2021-04-28 23:00:00,
2021-04-29 00:00:00,
2021-04-29 01:00:00,
2021-04-29 02:00:00,
2021-04-29 03:00:00,
2021-04-29 04:00:00,
2021-04-29 05:00:00,
2021-04-29 06:00:00,
2021-04-29 07:00:00,1000.600
2021-04-29 08:00:00,1000.800
2021-04-29 09:00:00,1000.900
2021-04-29 10:00:00,1000.700
2021-04-29 11:00:00,1000.300
2021-04-29 12:00:00,1000.000
2021-04-29 13:00:00,999.800
2021-04-29 14:00:00,
2021-04-29 15:00:00,
2021-04-29 16:00:00,
2021-04-29 17:00:00,
2021-04-29 18:00:00,
2021-04-29 19:00:00,
2021-04-29 20:00:00,
2021-04-29 21:00:00,
2021-04-29 22:00:00,
2021-04-29 23:00:00,
2021-04-30 00:00:00,
2021-04-30 01:00:00,
2021-04-30 02:00:00,
2021-04-30 03:00:00,
2021-04-30 04:00:00,
2021-04-30 05:00:00,
2021-04-30 06:00:00,
2021-04-30 07:00:00,1001.600
2021-04-30 08:00:00,1001.900
2021-04-30 09:00:00,1002.100
2021-04-30 10:00:00,1002.000
2021-04-30 11:00:00,1001.700
2021-04-30 12:00:00,1001.300
2021-04-30 13:00:00,1000.900
2021-04-30 14:00:00,
2021-04-30 15:00:00,
2021-04-30 16:00:00,
2021-04-30 17:00:00,
2021-04-30 18:00:00,
