datetime,value,wdir
2023-04-01 00:00:00,2.000,194.000
2023-04-01 01:00:00,1.600,181.000
2023-04-01 02:00:00,1.400,189.000
2023-04-01 03:00:00,1.300,185.000
2023-04-01 04:00:00,2.000,199.000
2023-04-01 05:00:00,4.000,203.000
2023-04-01 06:00:00,4.400,210.000
2023-04-01 07:00:00,4.900,207.000
2023-04-01 08:00:00,7.400,217.000
2023-04-01 09:00:00,7.700,218.000
2023-04-01 10:00:00,7.600,218.000
2023-04-01 11:00:00,7.000,217.000
2023-04-01 12:00:00,7.700,220.000
2023-04-01 13:00:00,7.800,221.000
2023-04-01 14:00:00,7.400,214.000
2023-04-01 15:00:00,5.300,210.000
2023-04-01 16:00:00,4.400,217.000
2023-04-01 17:00:00,6.300,224.000
2023-04-01 18:00:00,5.600,219.000
2023-04-01 19:00:00,6.900,220.000
2023-04-01 20:00:00,7.200,219.000
2023-04-01 21:00:00,7.000,220.000
2023-04-01 22:00:00,5.800,218.000
2023-04-01 23:00:00,5.800,225.000
2023-04-02 00:00:00,5.800,234.000
2023-04-02 01:00:00,7.100,238.000
2023-04-02 02:00:00,6.300,238.000
2023-04-02 03:00:00,4.200,243.000
2023-04-02 04:00:00,3.700,239.000
2023-04-02 05:00:00,3.700,236.000
2023-04-02 06:00:00,3.700,247.000
2023-04-02 07:00:00,3.400,256.000
2023-04-02 08:00:00,2.700,250.000
2023-04-02 09:00:00,5.100,241.000
2023-04-02 10:00:00,6.300,227.000
2023-04-02 11:00:00,5.800,232.000
2023-04-02 12:00:00,3.100,191.000
2023-04-02 13:00:00,2.700,174.000
2023-04-02 14:00:00,2.600,153.000
2023-04-02 15:00:00,2.100,171.000
2023-04-02 16:00:00,3.300,195.000
2023-04-02 17:00:00,2.100,174.000
2023-04-02 18:00:00,2.700,168.000
2023-04-02 19:00:00,1.800,159.000
2023-04-02 20:00:00,1.500,159.000
2023-04-02 21:00:00,0.700,132.000
2023-04-02 22:00:00,1.400,171.000
2023-04-02 23:00:00,1.300,176.000
2023-04-03 00:00:00,0.600,113.000
2023-04-03 01:00:00,0.800,126.000
2023-04-03 02:00:00,1.200,166.000
2023-04-03 03:00:00,0.800,174.000
2023-04-03 04:00:00,1.200,164.000
2023-04-03 05:00:00,1.100,168.000
2023-04-03 06:00:00,1.500,146.000
2023-04-03 07:00:00,1.200,146.000
2023-04-03 08:00:00,1.000,135.000
2023-04-03 09:00:00,1.700,324.000
2023-04-03 10:00:00,2.100,4.000
2023-04-03 11:00:00,4.100,24.000
2023-04-03 12:00:00,5.300,25.000
2023-04-03 13:00:00,4.800,34.000
2023-04-03 14:00:00,5.000,29.000
2023-04-03 15:00:00,4.900,39.000
2023-04-03 16:00:00,3.000,41.000
2023-04-03 17:00:00,3.000,35.000
2023-04-03 18:00:00,2.400,9.000
2023-04-03 19:00:00,1.900,356.000
2023-04-03 20:00:00,1.800,10.000
2023-04-03 21:00:00,1.500,3.000
2023-04-03 22:00:00,1.600,16.000
2023-04-03 23:00:00,2.100,348.000
2023-04-04 00:00:00,3.200,332.000
2023-04-04 01:00:00,3.500,323.000
2023-04-04 02:00:00,2.400,329.000
2023-04-04 03:00:00,1.500,318.000
2023-04-04 04:00:00,1.100,359.000
2023-04-04 05:00:00,1.600,334.000
2023-04-04 06:00:00,1.900,317.000
2023-04-04 07:00:00,1.700,346.000
2023-04-04 08:00:00,1.300,310.000
2023-04-04 09:00:00,0.900,243.000
2023-04-04 10:00:00,1.600,134.000
2023-04-04 11:00:00,0.800,146.000
2023-04-04 12:00:00,0.800,313.000
2023-04-04 13:00:00,1.000,345.000
2023-04-04 14:00:00,1.800,16.000
2023-04-04 15:00:00,1.700,37.000
2023-04-04 16:00:00,1.300,24.000
2023-04-04 17:00:00,1.800,286.000
2023-04-04 18:00:00,1.000,28.000
2023-04-04 19:00:00,0.700,33.000
2023-04-04 20:00:00,0.500,8.000
2023-04-04 21:00:00,0.900,355.000
2023-04-04 22:00:00,2.400,332.000
2023-04-04 23:00:00,6.000,319.000
2023-04-05 00:00:00,7.000,326.000
2023-04-05 01:00:00,5.100,338.000
2023-04-05 02:00:00,4.700,331.000
2023-04-05 03:00:00,3.900,3.000
2023-04-05 04:00:00,3.800,342.000
2023-04-05 05:00:00,3.800,329.000
2023-04-05 06:00:00,4.300,328.000
2023-04-05 07:00:00,5.300,323.000
2023-04-05 08:00:00,4.500,344.000
