datetime,value
2023-12-01 06:00:00,1016.200
2023-12-01 07:00:00,1016.200
2023-12-01 08:00:00,1016.400
2023-12-01 09:00:00,1015.800
2023-12-01 10:00:00,1015.500
2023-12-01 11:00:00,1015.200
2023-12-01 12:00:00,1014.700
2023-12-01 13:00:00,1014.600
2023-12-01 14:00:00,1014.800
2023-12-01 15:00:00,1015.200
2023-12-02 06:00:00,1012.700
2023-12-02 07:00:00,1012.700
2023-12-02 08:00:00,1012.700
2023-12-02 09:00:00,1012.700
2023-12-02 10:00:00,1011.800
2023-12-02 11:00:00,1011.600
2023-12-02 12:00:00,1011.100
2023-12-02 13:00:00,1010.700
2023-12-02 14:00:00,1011.200
2023-12-02 15:00:00,1011.500
2023-12-03 06:00:00,1013.000
2023-12-03 07:00:00,1013.500
2023-12-03 08:00:00,1013.500
2023-12-03 09:00:00,1013.700
2023-12-03 10:00:00,1013.500
2023-12-03 11:00:00,1013.400
2023-12-03 12:00:00,1013.400
2023-12-03 13:00:00,1013.500
2023-12-03 14:00:00,1014.100
2023-12-03 15:00:00,1014.500
2023-12-04 06:00:00,1021.200
2023-12-04 07:00:00,1021.800
2023-12-04 08:00:00,1022.500
2023-12-04 09:00:00,1022.900
2023-12-04 10:00:00,1022.400
2023-12-04 11:00:00,1022.400
2023-12-04 12:00:00,1022.900
2023-12-04 13:00:00,1023.500
2023-12-04 14:00:00,1024.000
2023-12-04 15:00:00,1024.400
2023-12-05 06:00:00,1021.500
2023-12-05 07:00:00,1021.100
2023-12-05 08:00:00,1020.800
2023-12-05 09:00:00,1020.200
2023-12-05 10:00:00,1019.500
2023-12-05 11:00:00,1018.600
2023-12-05 12:00:00,1018.300
2023-12-05 13:00:00,1018.100
2023-12-05 14:00:00,1018.100
2023-12-05 15:00:00,1018.100
2023-12-06 06:00:00,1013.400
2023-12-06 07:00:00,1013.000
2023-12-06 08:00:00,1012.900
2023-12-06 09:00:00,1012.800
2023-12-06 10:00:00,1012.200
2023-12-06 11:00:00,1011.300
2023-12-06 12:00:00,1010.900
2023-12-06 13:00:00,1010.800
2023-12-06 14:00:00,1010.800
2023-12-06 15:00:00,1010.900
2023-12-07 06:00:00,1012.800
2023-12-07 07:00:00,1012.900
2023-12-07 08:00:00,1013.100
2023-12-07 09:00:00,1013.100
2023-12-07 10:00:00,1012.600
2023-12-07 11:00:00,1012.300
2023-12-07 12:00:00,1012.200
2023-12-07 13:00:00,1012.400
2023-12-07 14:00:00,1013.000
2023-12-07 15:00:00,1013.400
2023-12-08 06:00:00,1015.300
2023-12-08 07:00:00,1015.700
2023-12-08 08:00:00,1015.800
2023-12-08 09:00:00,1015.300
2023-12-08 10:00:00,1015.100
2023-12-08 11:00:00,1014.800
2023-12-08 12:00:00,1014.600
2023-12-08 13:00:00,1014.600
2023-12-08 14:00:00,1014.900
2023-12-08 15:00:00,1015.000
2023-12-09 06:00:00,1014.600
2023-12-09 07:00:00,1015.000
2023-12-09 08:00:00,1015.400
2023-12-09 09:00:00,1015.300
2023-12-09 10:00:00,1014.800
2023-12-09 11:00:00,1014.900
2023-12-09 12:00:00,1015.000
2023-12-09 13:00:00,1015.800
2023-12-09 14:00:00,1016.300
2023-12-09 15:00:00,1016.700
2023-12-10 06:00:00,1020.300
2023-12-10 07:00:00,1020.200
2023-12-10 08:00:00,1020.000
2023-12-10 09:00:00,1019.300
2023-12-10 10:00:00,1018.900
2023-12-10 11:00:00,1018.500
2023-12-10 12:00:00,1018.100
2023-12-10 13:00:00,1017.800
2023-12-10 14:00:00,1017.400
2023-12-10 15:00:00,1017.400
2023-12-11 06:00:00,1017.400
2023-12-11 07:00:00,1017.200
2023-12-11 08:00:00,1017.900
2023-12-11 09:00:00,1017.700
2023-12-11 10:00:00,1017.500
2023-12-11 11:00:00,1017.200
2023-12-11 12:00:00,1016.600
2023-12-11 13:00:00,1016.800
2023-12-11 14:00:00,1016.700
2023-12-11 15:00:00,1017.000
2023-12-12 06:00:00,1015.900
2023-12-12 07:00:00,1016.300
2023-12-12 08:00:00,1016.200
2023-12-12 09:00:00,1016.100
2023-12-12 10:00:00,1015.500
2023-12-12 11:00:00,1015.200
2023-12-12 12:00:00,1015.000
2023-12-12 13:00:00,1015.300
2023-12-12 14:00:00,1015.600
2023-12-12 15:00:00,1015.600
2023-12-13 06:00:00,1017.200
2023-12-13 07:00:00,1017.400
2023-12-13 08:00:00,1017.000
2023-12-13 09:00:00,1016.500
2023-12-13 10:00:00,1016.000
2023-12-13 11:00:00,1015.600
2023-12-13 12:00:00,1014.900
2023-12-13 13:00:00,1014.700
2023-12-13 14:00:00,1014.600
2023-12-13 15:00:00,1014.000
2023-12-14 06:00:00,1010.900
2023-12-14 07:00:00,1010.900
2023-12-14 08:00:00,1010.900
2023-12-14 09:00:00,1010.400
2023-12-14 10:00:00,1009.800
2023-12-14 11:00:00,1009.200
2023-12-14 12:00:00,1009.200
2023-12-14 13:00:00,1009.600
2023-12-14 14:00:00,1009.800
2023-12-14 15:00:00,1010.200
2023-12-15 06:00:00,1017.100
2023-12-15 07:00:00,1018.000
2023-12-15 08:00:00,1018.700
2023-12-15 09:00:00,1019.200
2023-12-15 10:00:00,1019.100
2023-12-15 11:00:00,1019.400
2023-12-15 12:00:00,1019.700
2023-12-15 13:00:00,1020.800
2023-12-15 14:00:00,1020.900
2023-12-15 15:00:00,1021.500
2023-12-16 06:00:00,1023.600
2023-12-16 07:00:00,1024.000
2023-12-16 08:00:00,1025.000
2023-12-16 09:00:00,1025.800
2023-12-16 10:00:00,1024.800
2023-12-16 11:00:00,1025.600
2023-12-16 12:00:00,1026.700
2023-12-16 13:00:00,1027.600
2023-12-16 14:00:00,1028.600
2023-12-16 15:00:00,1028.500
2023-12-17 06:00:00,1037.200
2023-12-17 07:00:00,1038.000
2023-12-17 08:00:00,1038.600
2023-12-17 09:00:00,1038.400
2023-12-17 10:00:00,1037.800
2023-12-17 11:00:00,1037.600
2023-12-17 12:00:00,1037.600
2023-12-17 13:00:00,1037.400
2023-12-17 14:00:00,1037.100
2023-12-17 15:00:00,1037.200
2023-12-18 06:00:00,1034.100
2023-12-18 07:00:00,1034.000
2023-12-18 08:00:00,1034.100
2023-12-18 09:00:00,1033.600
2023-12-18 10:00:00,1032.700
2023-12-18 11:00:00,1031.600
2023-12-18 12:00:00,1031.200
2023-12-18 13:00:00,1031.100
2023-12-18 14:00:00,1031.000
2023-12-18 15:00:00,1030.800
2023-12-19 06:00:00,1028.500
2023-12-19 07:00:00,1028.700
2023-12-19 08:00:00,1028.600
2023-12-19 09:00:00,1027.800
2023-12-19 10:00:00,1026.800
2023-12-19 11:00:00,1026.100
2023-12-19 12:00:00,1025.400
2023-12-19 13:00:00,1025.100
2023-12-19 14:00:00,1024.900
2023-12-19 15:00:00,1025.000
2023-12-20 06:00:00,1018.900
2023-12-20 07:00:00,1018.800
2023-12-20 08:00:00,1018.100
2023-12-20 09:00:00,1017.200
2023-12-20 10:00:00,1016.200
2023-12-20 11:00:00,1015.700
2023-12-20 12:00:00,1015.200
2023-12-20 13:00:00,1015.100
2023-12-20 14:00:00,1014.400
2023-12-20 15:00:00,1014.100
2023-12-21 06:00:00,1009.200
2023-12-21 07:00:00,1009.300
2023-12-21 08:00:00,1009.600
2023-12-21 09:00:00,1008.900
2023-12-21 10:00:00,1007.700
2023-12-21 11:00:00,1007.200
2023-12-21 12:00:00,1007.000
2023-12-21 13:00:00,1006.900
2023-12-21 14:00:00,1006.700
2023-12-21 15:00:00,1006.200
2023-12-22 06:00:00,1000.700
2023-12-22 07:00:00,1000.200
2023-12-22 08:00:00,1000.100
2023-12-22 09:00:00,999.400
2023-12-22 10:00:00,999.000
2023-12-22 11:00:00,998.400
2023-12-22 12:00:00,997.700
2023-12-22 13:00:00,997.200
2023-12-22 14:00:00,998.000
2023-12-22 15:00:00,998.200
2023-12-23 06:00:00,1003.100
2023-12-23 07:00:00,1003.200
