datetime,value,wdir
2022-12-01 00:00:00,5.300,52.000
2022-12-01 01:00:00,5.200,43.000
2022-12-01 02:00:00,3.100,44.000
2022-12-01 03:00:00,3.800,45.000
2022-12-01 04:00:00,4.700,56.000
2022-12-01 05:00:00,4.800,54.000
2022-12-01 06:00:00,4.100,53.000
2022-12-01 07:00:00,3.400,59.000
2022-12-01 08:00:00,3.800,56.000
2022-12-01 09:00:00,4.200,55.000
2022-12-01 10:00:00,4.500,56.000
2022-12-01 11:00:00,4.300,42.000
2022-12-01 12:00:00,4.500,46.000
2022-12-01 13:00:00,4.700,54.000
2022-12-01 14:00:00,4.200,70.000
2022-12-01 15:00:00,2.200,152.000
2022-12-01 16:00:00,1.200,79.000
2022-12-01 17:00:00,1.700,49.000
2022-12-01 18:00:00,0.700,10.000
2022-12-01 19:00:00,0.100,3.000
2022-12-01 20:00:00,0.000,220.000
2022-12-01 21:00:00,0.400,355.000
2022-12-01 22:00:00,0.500,176.000
2022-12-01 23:00:00,0.400,325.000
2022-12-02 00:00:00,0.600,331.000
2022-12-02 01:00:00,0.700,18.000
2022-12-02 02:00:00,1.300,42.000
2022-12-02 03:00:00,1.200,4.000
2022-12-02 04:00:00,1.200,11.000
2022-12-02 05:00:00,0.300,49.000
2022-12-02 06:00:00,0.500,38.000
2022-12-02 07:00:00,0.700,55.000
2022-12-02 08:00:00,1.600,53.000
2022-12-02 09:00:00,0.900,326.000
2022-12-02 10:00:00,1.800,318.000
2022-12-02 11:00:00,2.200,309.000
2022-12-02 12:00:00,1.100,305.000
2022-12-02 13:00:00,1.500,310.000
2022-12-02 14:00:00,1.500,312.000
2022-12-02 15:00:00,1.300,298.000
2022-12-02 16:00:00,0.500,322.000
2022-12-02 17:00:00,0.400,340.000
2022-12-02 18:00:00,1.700,13.000
2022-12-02 19:00:00,3.800,11.000
2022-12-02 20:00:00,4.800,11.000
2022-12-02 21:00:00,4.600,7.000
2022-12-02 22:00:00,4.400,10.000
2022-12-02 23:00:00,4.400,10.000
2022-12-03 00:00:00,4.000,13.000
2022-12-03 01:00:00,3.900,26.000
2022-12-03 02:00:00,3.300,32.000
2022-12-03 03:00:00,2.300,38.000
2022-12-03 04:00:00,1.900,34.000
2022-12-03 05:00:00,2.100,28.000
2022-12-03 06:00:00,1.900,29.000
2022-12-03 07:00:00,1.900,38.000
2022-12-03 08:00:00,2.300,49.000
2022-12-03 09:00:00,3.600,44.000
2022-12-03 10:00:00,4.300,35.000
2022-12-03 11:00:00,4.900,44.000
2022-12-03 12:00:00,5.000,44.000
2022-12-03 13:00:00,4.200,41.000
2022-12-03 14:00:00,4.000,32.000
2022-12-03 15:00:00,5.200,33.000
2022-12-03 16:00:00,5.400,37.000
2022-12-03 17:00:00,5.300,40.000
2022-12-03 18:00:00,4.600,32.000
2022-12-03 19:00:00,5.000,29.000
2022-12-03 20:00:00,4.300,30.000
2022-12-03 21:00:00,4.200,30.000
2022-12-03 22:00:00,4.200,38.000
2022-12-03 23:00:00,4.200,37.000
2022-12-04 00:00:00,4.000,29.000
2022-12-04 01:00:00,4.600,44.000
2022-12-04 02:00:00,4.200,57.000
2022-12-04 03:00:00,3.500,41.000
2022-12-04 04:00:00,3.900,24.000
2022-12-04 05:00:00,3.800,27.000
2022-12-04 06:00:00,3.200,26.000
2022-12-04 07:00:00,3.800,27.000
2022-12-04 08:00:00,4.300,37.000
2022-12-04 09:00:00,4.700,42.000
2022-12-04 10:00:00,5.000,41.000
2022-12-04 11:00:00,5.800,34.000
2022-12-04 12:00:00,5.300,29.000
2022-12-04 13:00:00,5.400,29.000
2022-12-04 14:00:00,5.400,28.000
2022-12-04 15:00:00,4.400,33.000
2022-12-04 16:00:00,3.800,35.000
2022-12-04 17:00:00,3.800,40.000
2022-12-04 18:00:00,3.600,44.000
2022-12-04 19:00:00,2.600,24.000
2022-12-04 20:00:00,3.200,20.000
2022-12-04 21:00:00,3.400,24.000
2022-12-04 22:00:00,2.500,27.000
2022-12-04 23:00:00,2.600,31.000
2022-12-05 00:00:00,1.700,40.000
2022-12-05 01:00:00,1.600,50.000
2022-12-05 02:00:00,1.300,353.000
2022-12-05 03:00:00,0.100,9.000
2022-12-05 04:00:00,0.800,26.000
2022-12-05 05:00:00,1.500,48.000
2022-12-05 06:00:00,1.600,25.000
2022-12-05 07:00:00,1.200,22.000
2022-12-05 08:00:00,3.400,18.000
2022-12-05 09:00:00,4.300,24.000
2022-12-05 10:00:00,3.500,28.000
2022-12-05 11:00:00,4.000,37.000
2022-12-05 12:00:00,4.900,25.000
2022-12-05 13:00:00,3.800,28.000
2022-12-05 14:00:00,4.000,32.000
2022-12-05 15:00:00,3.500,41.000
2022-12-05 16:00:00,3.500,32.000
2022-12-05 17:00:00,2.900,23.000
2022-12-05 18:00:00,3.100,27.000
2022-12-05 19:00:00,2.600,55.000
2022-12-05 20:00:00,3.500,65.000
2022-12-05 21:00:00,2.200,50.000
2022-12-05 22:00:00,2.700,58.000
2022-12-05 23:00:00,2.700,55.000
2022-12-06 00:00:00,2.800,66.000
2022-12-06 01:00:00,2.900,52.000
2022-12-06 02:00:00,2.200,61.000
2022-12-06 03:00:00,2.600,60.000
2022-12-06 04:00:00,2.700,64.000
2022-12-06 05:00:00,2.600,46.000
2022-12-06 06:00:00,3.400,52.000
2022-12-06 07:00:00,3.200,48.000
2022-12-06 08:00:00,3.400,55.000
2022-12-06 09:00:00,4.800,51.000
2022-12-06 10:00:00,4.400,61.000
2022-12-06 11:00:00,4.000,51.000
2022-12-06 12:00:00,5.300,62.000
2022-12-06 13:00:00,4.400,52.000
2022-12-06 14:00:00,4.300,54.000
2022-12-06 15:00:00,3.400,61.000
2022-12-06 16:00:00,2.800,61.000
2022-12-06 17:00:00,2.000,71.000
2022-12-06 18:00:00,1.900,65.000
2022-12-06 19:00:00,1.600,71.000
2022-12-06 20:00:00,2.000,61.000
2022-12-06 21:00:00,1.700,38.000
2022-12-06 22:00:00,0.300,8.000
2022-12-06 23:00:00,0.100,28.000
2022-12-07 00:00:00,0.300,27.000
2022-12-07 01:00:00,0.300,1.000
2022-12-07 03:00:00,0.200,357.000
2022-12-07 04:00:00,0.000,48.000
2022-12-07 05:00:00,0.500,227.000
2022-12-07 06:00:00,0.500,193.000
2022-12-07 07:00:00,1.400,202.000
