datetime,value,wdir
2020-06-01 00:00:00,0.200,74.000
2020-06-01 01:00:00,0.600,3.000
2020-06-01 02:00:00,0.700,20.000
2020-06-01 03:00:00,1.300,352.000
2020-06-01 04:00:00,1.300,350.000
2020-06-01 05:00:00,1.000,48.000
2020-06-01 06:00:00,2.900,269.000
2020-06-01 07:00:00,5.500,281.000
2020-06-01 08:00:00,2.400,356.000
2020-06-01 09:00:00,2.800,70.000
2020-06-01 10:00:00,3.100,60.000
2020-06-01 11:00:00,2.900,57.000
2020-06-01 12:00:00,2.100,54.000
2020-06-01 13:00:00,2.800,11.000
2020-06-01 14:00:00,2.600,9.000
2020-06-01 15:00:00,2.700,26.000
2020-06-01 16:00:00,2.000,41.000
2020-06-01 17:00:00,1.500,35.000
2020-06-01 18:00:00,1.300,17.000
2020-06-01 19:00:00,1.200,10.000
2020-06-01 20:00:00,1.100,5.000
2020-06-01 21:00:00,1.300,3.000
2020-06-01 22:00:00,1.100,6.000
2020-06-01 23:00:00,1.300,349.000
2020-06-02 00:00:00,0.800,352.000
2020-06-02 01:00:00,0.900,14.000
2020-06-02 02:00:00,1.300,21.000
2020-06-02 03:00:00,1.600,12.000
2020-06-02 04:00:00,1.300,354.000
2020-06-02 05:00:00,1.900,337.000
2020-06-02 06:00:00,2.800,336.000
2020-06-02 07:00:00,2.600,337.000
2020-06-02 08:00:00,1.900,322.000
2020-06-02 09:00:00,2.800,205.000
2020-06-02 10:00:00,3.200,210.000
2020-06-02 11:00:00,3.700,217.000
2020-06-02 12:00:00,2.300,236.000
2020-06-02 13:00:00,3.500,357.000
2020-06-02 14:00:00,1.900,49.000
2020-06-02 15:00:00,2.400,339.000
2020-06-02 16:00:00,1.900,338.000
2020-06-02 17:00:00,1.600,347.000
2020-06-02 18:00:00,1.000,38.000
2020-06-02 19:00:00,1.300,35.000
2020-06-02 20:00:00,1.200,347.000
2020-06-02 21:00:00,1.100,19.000
2020-06-02 22:00:00,1.600,42.000
2020-06-02 23:00:00,0.900,56.000
2020-06-03 00:00:00,1.000,33.000
2020-06-03 01:00:00,0.700,30.000
2020-06-03 02:00:00,1.000,24.000
2020-06-03 03:00:00,0.400,16.000
2020-06-03 04:00:00,0.900,354.000
2020-06-03 05:00:00,1.500,324.000
2020-06-03 06:00:00,0.800,253.000
2020-06-03 07:00:00,1.300,296.000
2020-06-03 08:00:00,1.500,293.000
2020-06-03 09:00:00,2.400,219.000
2020-06-03 10:00:00,2.300,209.000
2020-06-03 11:00:00,2.300,206.000
2020-06-03 12:00:00,2.800,213.000
2020-06-03 13:00:00,2.500,193.000
2020-06-03 14:00:00,3.300,208.000
2020-06-03 15:00:00,2.400,195.000
2020-06-03 16:00:00,1.600,183.000
2020-06-03 17:00:00,0.900,125.000
2020-06-03 18:00:00,1.200,74.000
2020-06-03 19:00:00,1.700,360.000
2020-06-03 20:00:00,0.800,34.000
2020-06-03 21:00:00,1.100,64.000
2020-06-03 22:00:00,0.700,90.000
2020-06-03 23:00:00,0.400,29.000
2020-06-04 00:00:00,0.500,6.000
2020-06-04 01:00:00,0.500,344.000
2020-06-04 02:00:00,0.500,24.000
2020-06-04 03:00:00,1.100,178.000
2020-06-04 04:00:00,2.800,190.000
2020-06-04 05:00:00,3.100,197.000
2020-06-04 06:00:00,3.500,201.000
2020-06-04 07:00:00,3.500,199.000
2020-06-04 08:00:00,4.000,205.000
2020-06-04 09:00:00,3.800,206.000
2020-06-04 10:00:00,3.400,212.000
2020-06-04 11:00:00,3.100,214.000
2020-06-04 12:00:00,3.300,206.000
2020-06-04 13:00:00,3.200,208.000
2020-06-04 14:00:00,3.000,206.000
2020-06-04 15:00:00,3.100,198.000
2020-06-04 16:00:00,2.700,197.000
2020-06-04 17:00:00,2.400,360.000
2020-06-04 18:00:00,2.000,171.000
2020-06-04 19:00:00,2.200,165.000
2020-06-04 20:00:00,1.600,158.000
2020-06-04 21:00:00,1.800,147.000
2020-06-04 22:00:00,1.400,149.000
2020-06-04 23:00:00,1.400,160.000
2020-06-05 00:00:00,1.800,166.000
2020-06-05 01:00:00,2.400,155.000
2020-06-05 02:00:00,2.400,159.000
2020-06-05 03:00:00,2.600,173.000
2020-06-05 04:00:00,3.000,183.000
2020-06-05 05:00:00,3.700,190.000
2020-06-05 06:00:00,3.400,187.000
2020-06-05 07:00:00,3.700,360.000
2020-06-05 08:00:00,4.100,192.000
2020-06-05 09:00:00,3.400,196.000
2020-06-05 10:00:00,2.900,207.000
2020-06-05 11:00:00,3.400,212.000
2020-06-05 12:00:00,2.800,214.000
2020-06-05 13:00:00,2.900,216.000
2020-06-05 14:00:00,2.100,212.000
2020-06-05 15:00:00,1.600,202.000
2020-06-05 16:00:00,1.300,176.000
2020-06-05 17:00:00,0.800,86.000
2020-06-05 18:00:00,0.900,72.000
2020-06-05 19:00:00,0.900,92.000
2020-06-05 20:00:00,0.700,8.000
2020-06-05 21:00:00,0.700,47.000
2020-06-05 22:00:00,1.000,34.000
2020-06-05 23:00:00,0.600,36.000
2020-06-06 00:00:00,1.200,355.000
2020-06-06 01:00:00,0.900,34.000
2020-06-06 02:00:00,0.800,79.000
2020-06-06 03:00:00,0.900,353.000
2020-06-06 04:00:00,1.000,334.000
2020-06-06 05:00:00,1.400,301.000
2020-06-06 06:00:00,1.900,293.000
2020-06-06 07:00:00,1.200,288.000
2020-06-06 08:00:00,2.300,228.000
2020-06-06 09:00:00,3.300,212.000
2020-06-06 10:00:00,2.800,212.000
2020-06-06 11:00:00,2.400,209.000
2020-06-06 12:00:00,1.200,239.000
2020-06-06 13:00:00,1.400,222.000
2020-06-06 14:00:00,1.100,203.000
2020-06-06 15:00:00,1.900,287.000
2020-06-06 16:00:00,2.100,326.000
2020-06-06 17:00:00,1.500,351.000
2020-06-06 18:00:00,2.100,340.000
2020-06-06 19:00:00,1.500,341.000
2020-06-06 20:00:00,1.400,357.000
2020-06-06 21:00:00,2.000,356.000
2020-06-06 22:00:00,1.700,347.000
2020-06-06 23:00:00,1.100,24.000
2020-06-07 00:00:00,0.900,61.000
2020-06-07 01:00:00,1.700,34.000
2020-06-07 02:00:00,1.000,4.000
2020-06-07 03:00:00,1.000,26.000
2020-06-07 04:00:00,0.400,17.000
2020-06-07 05:00:00,1.200,199.000
2020-06-07 06:00:00,2.200,190.000
2020-06-07 07:00:00,2.200,194.000
2020-06-07 08:00:00,3.000,188.000
2020-06-07 09:00:00,4.000,218.000
2020-06-07 10:00:00,3.900,233.000
2020-06-07 11:00:00,4.400,256.000
2020-06-07 12:00:00,4.800,252.000
2020-06-07 13:00:00,3.200,250.000
2020-06-07 14:00:00,3.000,247.000
2020-06-07 15:00:00,2.200,213.000
2020-06-07 16:00:00,1.900,177.000
2020-06-07 17:00:00,1.800,163.000
2020-06-07 18:00:00,1.300,131.000
2020-06-07 19:00:00,1.400,126.000
2020-06-07 20:00:00,1.400,134.000
2020-06-07 21:00:00,1.600,141.000
2020-06-07 22:00:00,1.200,127.000
2020-06-07 23:00:00,0.700,98.000
2020-06-08 00:00:00,0.800,121.000
2020-06-08 01:00:00,0.700,77.000
2020-06-08 02:00:00,0.700,129.000
2020-06-08 03:00:00,1.200,127.000
2020-06-08 04:00:00,1.200,201.000
2020-06-08 05:00:00,3.100,235.000
2020-06-08 06:00:00,3.900,231.000
2020-06-08 07:00:00,3.300,228.000
2020-06-08 08:00:00,2.900,213.000
2020-06-08 09:00:00,2.900,209.000
2020-06-08 10:00:00,2.800,193.000
2020-06-08 11:00:00,2.800,190.000
2020-06-08 12:00:00,2.900,194.000
2020-06-08 13:00:00,2.600,203.000
2020-06-08 14:00:00,2.600,193.000
2020-06-08 15:00:00,2.100,186.000
2020-06-08 16:00:00,1.400,169.000
2020-06-08 17:00:00,0.900,109.000
2020-06-08 18:00:00,0.900,94.000
2020-06-08 19:00:00,0.800,71.000
