datetime,value
2020-10-01 05:00:00,994.200
2020-10-01 06:00:00,994.500
2020-10-01 07:00:00,994.700
2020-10-01 08:00:00,994.900
2020-10-01 09:00:00,995.000
2020-10-01 10:00:00,995.000
2020-10-01 11:00:00,994.800
2020-10-01 12:00:00,994.700
2020-10-01 13:00:00,994.700
2020-10-02 05:00:00,998.400
2020-10-02 06:00:00,998.700
2020-10-02 07:00:00,999.300
2020-10-02 08:00:00,999.700
2020-10-02 09:00:00,1000.300
2020-10-02 10:00:00,1000.600
2020-10-02 11:00:00,1000.400
2020-10-02 12:00:00,1000.100
2020-10-02 13:00:00,1000.100
2020-10-05 05:00:00,1002.300
2020-10-05 07:00:00,1002.600
2020-10-05 08:00:00,1002.600
2020-10-05 09:00:00,1002.000
2020-10-05 10:00:00,1001.700
2020-10-05 11:00:00,1001.400
2020-10-05 12:00:00,1001.100
2020-10-05 13:00:00,1001.200
2020-10-06 05:00:00,999.900
2020-10-06 06:00:00,1000.300
2020-10-06 08:00:00,1000.400
2020-10-06 09:00:00,1000.300
2020-10-06 10:00:00,1000.000
2020-10-06 11:00:00,999.500
2020-10-06 12:00:00,998.900
2020-10-06 13:00:00,998.500
2020-10-07 07:00:00,1000.100
2020-10-07 08:00:00,1000.200
2020-10-07 09:00:00,999.500
2020-10-07 10:00:00,999.200
2020-10-07 11:00:00,998.500
2020-10-07 12:00:00,998.000
2020-10-07 13:00:00,997.700
2020-10-08 06:00:00,996.700
2020-10-08 07:00:00,996.800
2020-10-08 08:00:00,996.800
2020-10-08 09:00:00,997.000
2020-10-08 10:00:00,996.300
2020-10-08 11:00:00,995.400
2020-10-08 12:00:00,996.900
2020-10-08 13:00:00,997.400
2020-10-09 05:00:00,999.300
2020-10-09 06:00:00,999.900
2020-10-09 07:00:00,1000.400
2020-10-09 08:00:00,1000.500
2020-10-09 09:00:00,1000.600
2020-10-09 10:00:00,1000.900
2020-10-09 11:00:00,1000.700
2020-10-09 12:00:00,1000.300
