Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sancaktepe,18399,41.008611,29.282222,2023-11-28 00:00:00,0,5.05,1006,4
Sancaktepe,18399,41.008611,29.282222,2023-11-28 01:00:00,0,3.52,1006,4
Sancaktepe,18399,41.008611,29.282222,2023-11-28 02:00:00,0,4.22,1005,5
Sancaktepe,18399,41.008611,29.282222,2023-11-28 03:00:00,0,4.21,1004,5
Sancaktepe,18399,41.008611,29.282222,2023-11-28 04:00:00,0,4.82,1004,6
Sancaktepe,18399,41.008611,29.282222,2023-11-28 05:00:00,0,4.48,1004,5
Sancaktepe,18399,41.008611,29.282222,2023-11-28 06:00:00,0,5.94,1004,6
Sancaktepe,18399,41.008611,29.282222,2023-11-28 07:00:00,0,7.69,1003,6
Sancaktepe,18399,41.008611,29.282222,2023-11-28 08:00:00,0,8.99,1002,7
Sancaktepe,18399,41.008611,29.282222,2023-11-28 09:00:00,0,10.58,1001,7
Sancaktepe,18399,41.008611,29.282222,2023-11-28 10:00:00,0,11.69,1000,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 11:00:00,0,12.39,999,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 12:00:00,0,12.47,998,9
Sancaktepe,18399,41.008611,29.282222,2023-11-28 13:00:00,0,12.83,997,9
Sancaktepe,18399,41.008611,29.282222,2023-11-28 14:00:00,0,13.08,996,7
Sancaktepe,18399,41.008611,29.282222,2023-11-28 15:00:00,0,12.92,995,7
Sancaktepe,18399,41.008611,29.282222,2023-11-28 16:00:00,0,12.6,995,9
Sancaktepe,18399,41.008611,29.282222,2023-11-28 17:00:00,0,12.44,994,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 18:00:00,0,13.01,993,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 19:00:00,0,13.78,992,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 20:00:00,0,14.29,992,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 21:00:00,0,14.91,992,8
Sancaktepe,18399,41.008611,29.282222,2023-11-28 22:00:00,0,15.02,991,9
Sancaktepe,18399,41.008611,29.282222,2023-11-28 23:00:00,0,14.9,991,10
Sancaktepe,18399,41.008611,29.282222,2023-11-29 00:00:00,0,14.51,992,9
Sancaktepe,18399,41.008611,29.282222,2023-11-29 01:00:00,0,14.48,991,8
Sancaktepe,18399,41.008611,29.282222,2023-11-29 02:00:00,1,14.51,991,8
Sancaktepe,18399,41.008611,29.282222,2023-11-29 03:00:00,0,14.66,991,8
Sancaktepe,18399,41.008611,29.282222,2023-11-29 04:00:00,0,14.38,991,8
Sancaktepe,18399,41.008611,29.282222,2023-11-29 05:00:00,1,14.9,992,6
Sancaktepe,18399,41.008611,29.282222,2023-11-29 06:00:00,0,14.89,993,6
Sancaktepe,18399,41.008611,29.282222,2023-11-29 07:00:00,1,15.17,994,6
Sancaktepe,18399,41.008611,29.282222,2023-11-29 08:00:00,0,15.53,994,7
Sancaktepe,18399,41.008611,29.282222,2023-11-29 09:00:00,0,17.35,994,11
Sancaktepe,18399,41.008611,29.282222,2023-11-29 10:00:00,0,17.89,995,10
Sancaktepe,18399,41.008611,29.282222,2023-11-29 11:00:00,0,17.72,995,9
Sancaktepe,18399,41.008611,29.282222,2023-11-29 12:00:00,1,17.1,995,9
Sancaktepe,18399,41.008611,29.282222,2023-11-29 13:00:00,2,15.73,996,6
Sancaktepe,18399,41.008611,29.282222,2023-11-29 14:00:00,6,14.71,997,6
Sancaktepe,18399,41.008611,29.282222,2023-11-29 15:00:00,6,14.27,997,7
