Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 00:00:00,0,8.46,1015,8
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 01:00:00,0,9.22,1015,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 02:00:00,0,8.92,1014,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 03:00:00,0,8.8,1013,11
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 04:00:00,0,9.09,1013,11
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 05:00:00,0,9.36,1013,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 06:00:00,0,9.64,1013,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 07:00:00,0,10.23,1012,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 08:00:00,0,11.06,1011,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 09:00:00,0,10.52,1010,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 10:00:00,0,10.86,1009,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 11:00:00,0,11.21,1008,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 12:00:00,0,12.24,1007,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 13:00:00,0,12.76,1006,8
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 14:00:00,0,12.97,1005,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 15:00:00,0,13.16,1004,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 16:00:00,0,12.93,1004,8
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 17:00:00,0,13.17,1002,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 18:00:00,0,13.76,1002,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 19:00:00,0,13.83,1001,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 20:00:00,0,13.92,1001,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 21:00:00,0,13.71,1000,9
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 22:00:00,0,13.94,1000,10
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-28 23:00:00,0,13.95,1000,12
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 00:00:00,0,13.97,999,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 01:00:00,0,14.09,999,16
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 02:00:00,0,14.26,999,17
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 03:00:00,0,14.34,999,16
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 04:00:00,0,14.3,1000,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 05:00:00,0,14.31,1000,14
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 06:00:00,0,14.36,1001,14
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 07:00:00,0,14.53,1002,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 08:00:00,0,14.76,1003,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 09:00:00,1,14.9,1004,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 10:00:00,1,14.68,1004,13
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 11:00:00,2,14.7,1004,12
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 12:00:00,6,13.93,1004,15
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 13:00:00,6,14.06,1005,11
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 14:00:00,2,13.87,1005,8
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 15:00:00,6,12.87,1006,4
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 16:00:00,2,12.95,1007,5
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 17:00:00,4,11.47,1007,5
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 18:00:00,1,11.81,1008,3
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 19:00:00,3,10.43,1009,5
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 20:00:00,8,9.59,1009,7
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 21:00:00,2,9.75,1010,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 22:00:00,0,9.81,1010,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-29 23:00:00,0,10.41,1011,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 00:00:00,0,10.78,1012,5
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 01:00:00,0,10.82,1012,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 02:00:00,0,10.84,1013,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 03:00:00,0,10.89,1013,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 04:00:00,0,10.69,1014,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 05:00:00,0,10.67,1014,4
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 06:00:00,0,10.73,1014,5
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 07:00:00,0,10.96,1014,3
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 08:00:00,0,11.26,1014,2
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 09:00:00,0,11.76,1014,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 10:00:00,0,11.95,1014,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 11:00:00,0,12.32,1014,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 12:00:00,0,12.14,1013,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 13:00:00,0,12.26,1013,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 14:00:00,0,13.22,1013,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 15:00:00,0,13.13,1013,1
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 16:00:00,0,12.73,1013,2
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 17:00:00,0,12.27,1013,2
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 18:00:00,0,12.59,1013,3
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 19:00:00,0,12.76,1013,4
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 20:00:00,0,13.03,1014,3
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 21:00:00,0,12.92,1014,3
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 22:00:00,0,13.31,1013,6
Kumkapi Feneri,17454,41.0042,28.9547,2023-11-30 23:00:00,0,13.49,1013,6
