Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 00:00:00,0,8.64,8.64,1005,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 01:00:00,0,7.77,7.77,1004,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 02:00:00,0,7.53,7.53,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 03:00:00,0,7.27,7.27,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 04:00:00,0,7.25,7.25,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 05:00:00,0,7.21,7.21,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 06:00:00,0,7.97,7.97,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 07:00:00,0,10.19,10.19,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 08:00:00,0,12.2,12.2,1003,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 09:00:00,0,13.32,13.32,1003,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 10:00:00,0,14.65,14.65,1002,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 11:00:00,0,15.47,15.47,1001,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 12:00:00,0,16.28,16.28,1000,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 13:00:00,0,16.67,16.67,1000,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 14:00:00,0,16.77,16.77,999,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 15:00:00,0,16.95,16.95,999,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 16:00:00,0,18.26,18.26,999,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 17:00:00,0,18.22,18.22,999,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 18:00:00,0,18.0,18.0,999,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 19:00:00,0,17.83,17.83,999,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 20:00:00,0,17.54,17.54,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 21:00:00,0,17.53,17.53,998,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 22:00:00,0,17.62,17.62,998,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 23:00:00,0,18.05,18.05,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 00:00:00,0,18.21,18.21,997,11
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 01:00:00,0,18.33,18.33,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 02:00:00,0,18.08,18.08,997,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 03:00:00,0,17.75,17.75,996,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 04:00:00,0,17.34,17.34,997,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 05:00:00,0,17.46,17.46,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 06:00:00,5,17.92,17.92,998,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 07:00:00,11,8.46,8.46,1002,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 08:00:00,6,6.17,6.17,1003,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 09:00:00,8,5.08,5.08,1005,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 10:00:00,3,3.29,3.29,1006,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 11:00:00,2,4.23,4.23,1008,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 12:00:00,1,4.63,4.63,1010,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 13:00:00,0,5.38,5.38,1010,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 14:00:00,0,6.27,6.27,1012,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 15:00:00,0,6.72,6.72,1012,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 16:00:00,0,6.35,6.35,1012,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 17:00:00,0,6.14,6.14,1014,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 18:00:00,0,5.41,5.41,1014,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 19:00:00,0,5.01,5.01,1015,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 20:00:00,0,4.74,4.74,1016,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 21:00:00,1,5.8,5.8,1016,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 22:00:00,0,6.11,6.11,1017,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 23:00:00,0,5.44,5.44,1018,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 00:00:00,0,6.02,6.02,1019,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 01:00:00,0,5.87,5.87,1019,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 02:00:00,0,5.79,5.79,1020,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 03:00:00,0,5.73,5.73,1021,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 04:00:00,0,5.59,5.59,1021,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 05:00:00,0,5.78,5.78,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 06:00:00,0,6.38,6.38,1023,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 07:00:00,0,7.13,7.13,1023,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 08:00:00,0,7.52,7.52,1023,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 09:00:00,0,7.71,7.71,1023,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 10:00:00,0,8.08,8.08,1022,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 11:00:00,0,8.31,8.31,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 12:00:00,0,8.2,8.2,1022,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 13:00:00,0,7.96,7.96,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 14:00:00,0,7.56,7.56,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 15:00:00,0,7.13,7.13,1022,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 16:00:00,0,6.93,6.93,1022,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 17:00:00,0,6.66,6.66,1022,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 18:00:00,0,6.35,6.35,1022,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 19:00:00,0,6.04,6.04,1021,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 20:00:00,0,5.68,5.68,1021,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 21:00:00,0,5.12,5.12,1021,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 22:00:00,0,4.55,4.55,1020,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 23:00:00,0,4.34,4.34,1020,2
