Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Eyupsultan,18101,41.102778,28.924167,2024-11-22 00:00:00,0,8.62,8.62,1010,3
Eyupsultan,18101,41.102778,28.924167,2024-11-22 01:00:00,0,8.15,8.15,1009,2
Eyupsultan,18101,41.102778,28.924167,2024-11-22 02:00:00,0,7.83,7.83,1008,1
Eyupsultan,18101,41.102778,28.924167,2024-11-22 03:00:00,0,7.6,7.6,1008,1
Eyupsultan,18101,41.102778,28.924167,2024-11-22 04:00:00,0,7.46,7.46,1008,1
Eyupsultan,18101,41.102778,28.924167,2024-11-22 05:00:00,0,7.24,7.24,1008,1
Eyupsultan,18101,41.102778,28.924167,2024-11-22 06:00:00,0,8.34,8.34,1008,1
Eyupsultan,18101,41.102778,28.924167,2024-11-22 07:00:00,0,9.74,9.74,1008,2
Eyupsultan,18101,41.102778,28.924167,2024-11-22 08:00:00,0,12.22,12.22,1008,3
Eyupsultan,18101,41.102778,28.924167,2024-11-22 09:00:00,0,14.12,14.12,1008,3
Eyupsultan,18101,41.102778,28.924167,2024-11-22 10:00:00,0,15.48,15.48,1007,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 11:00:00,0,16.03,16.03,1006,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 12:00:00,0,17.11,17.11,1005,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 13:00:00,0,17.62,17.62,1005,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 14:00:00,0,17.92,17.92,1004,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 15:00:00,0,17.46,17.46,1004,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 16:00:00,0,17.85,17.85,1004,5
Eyupsultan,18101,41.102778,28.924167,2024-11-22 17:00:00,0,18.13,18.13,1004,8
