Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 00:00:00,0,6.72,6.72,1003,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 01:00:00,0,3.9,3.9,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 02:00:00,0,4.07,4.07,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 03:00:00,0,3.45,3.45,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 04:00:00,0,3.21,3.21,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 05:00:00,0,3.33,3.33,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 06:00:00,0,6.8,6.8,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 07:00:00,0,10.15,10.15,1001,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 08:00:00,0,12.27,12.27,1001,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 09:00:00,0,14.03,14.03,1000,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 10:00:00,0,15.18,15.18,999,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 11:00:00,0,15.76,15.76,998,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 12:00:00,0,16.62,16.62,997,8
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 13:00:00,0,17.97,17.97,997,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 14:00:00,0,17.76,17.76,996,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 15:00:00,0,16.86,16.86,996,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 16:00:00,0,16.91,16.91,996,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 17:00:00,0,16.96,16.96,997,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 18:00:00,0,16.46,16.46,997,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 19:00:00,0,16.58,16.58,996,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 20:00:00,0,16.67,16.67,996,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 21:00:00,0,16.67,16.67,995,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 22:00:00,0,16.97,16.97,994,13
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 23:00:00,0,17.32,17.32,994,15
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 00:00:00,0,17.45,17.45,993,16
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 01:00:00,0,17.27,17.27,993,15
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 02:00:00,0,16.97,16.97,994,13
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 03:00:00,0,16.8,16.8,994,13
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 04:00:00,0,16.63,16.63,994,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 05:00:00,6,16.78,16.78,995,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 06:00:00,10,7.33,7.33,999,8
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 07:00:00,4,5.96,5.96,999,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 08:00:00,13,4.38,4.38,1001,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 09:00:00,6,2.14,2.14,1002,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 10:00:00,4,2.28,2.28,1004,8
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 11:00:00,1,3.21,3.21,1006,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 12:00:00,0,4.77,4.77,1006,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 13:00:00,0,4.6,4.6,1008,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 14:00:00,0,4.21,4.21,1009,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 15:00:00,0,3.81,3.81,1009,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 16:00:00,0,3.55,3.55,1010,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 17:00:00,0,2.37,2.37,1011,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 18:00:00,0,2.18,2.18,1012,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 19:00:00,0,1.71,1.71,1012,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 20:00:00,0,3.18,3.18,1013,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 21:00:00,0,4.15,4.15,1014,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 22:00:00,0,3.65,3.65,1015,8
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 23:00:00,0,3.44,3.44,1016,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 00:00:00,0,3.64,3.64,1017,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 01:00:00,0,3.57,3.57,1017,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 02:00:00,0,3.65,3.65,1018,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 03:00:00,0,4.04,4.04,1019,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 04:00:00,0,3.8,3.8,1019,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 05:00:00,0,3.26,3.26,1020,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 06:00:00,0,4.77,4.77,1021,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 07:00:00,0,5.73,5.73,1021,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 08:00:00,0,6.1,6.1,1021,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 09:00:00,0,6.49,6.49,1021,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 10:00:00,0,6.77,6.77,1021,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 11:00:00,0,6.93,6.93,1020,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 12:00:00,0,6.93,6.93,1020,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 13:00:00,0,6.63,6.63,1020,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 14:00:00,0,5.02,5.02,1020,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 15:00:00,0,2.21,2.21,1020,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 16:00:00,0,1.74,1.74,1020,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 17:00:00,0,1.81,1.81,1020,2
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 18:00:00,0,2.33,2.33,1019,1
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 19:00:00,0,2.03,2.03,1019,1
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 20:00:00,0,0.55,0.55,1019,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 21:00:00,0,0.83,0.83,1018,2
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 22:00:00,0,0.6,0.6,1018,2
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 23:00:00,0,0.34,0.34,1018,2
