Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Buyukcekmece,18099,41.045278,28.59,2024-11-22 00:00:00,0,9.3,9.3,1012,4
Buyukcekmece,18099,41.045278,28.59,2024-11-22 01:00:00,0,8.8,8.8,1010,3
Buyukcekmece,18099,41.045278,28.59,2024-11-22 02:00:00,0,8.65,8.65,1010,2
Buyukcekmece,18099,41.045278,28.59,2024-11-22 03:00:00,0,8.16,8.16,1010,1
Buyukcekmece,18099,41.045278,28.59,2024-11-22 04:00:00,0,7.79,7.79,1010,1
Buyukcekmece,18099,41.045278,28.59,2024-11-22 05:00:00,0,8.0,8.0,1010,2
Buyukcekmece,18099,41.045278,28.59,2024-11-22 06:00:00,0,9.97,9.97,1010,2
Buyukcekmece,18099,41.045278,28.59,2024-11-22 07:00:00,0,11.92,11.92,1010,3
Buyukcekmece,18099,41.045278,28.59,2024-11-22 08:00:00,0,12.87,12.87,1010,4
Buyukcekmece,18099,41.045278,28.59,2024-11-22 09:00:00,0,13.41,13.41,1010,4
Buyukcekmece,18099,41.045278,28.59,2024-11-22 10:00:00,0,14.0,14.0,1009,4
Buyukcekmece,18099,41.045278,28.59,2024-11-22 11:00:00,0,14.73,14.73,1008,4
Buyukcekmece,18099,41.045278,28.59,2024-11-22 12:00:00,0,15.99,15.99,1007,5
Buyukcekmece,18099,41.045278,28.59,2024-11-22 13:00:00,0,16.8,16.8,1006,5
Buyukcekmece,18099,41.045278,28.59,2024-11-22 14:00:00,0,17.7,17.7,1006,6
Buyukcekmece,18099,41.045278,28.59,2024-11-22 15:00:00,0,17.91,17.91,1005,7
Buyukcekmece,18099,41.045278,28.59,2024-11-22 16:00:00,0,17.36,17.36,1005,7
Buyukcekmece,18099,41.045278,28.59,2024-11-22 17:00:00,0,17.39,17.39,1005,9
Buyukcekmece,18099,41.045278,28.59,2024-11-22 18:00:00,0,17.2,17.2,1005,8
Buyukcekmece,18099,41.045278,28.59,2024-11-22 19:00:00,0,17.2,17.2,1005,9
Buyukcekmece,18099,41.045278,28.59,2024-11-22 20:00:00,0,17.12,17.12,1005,9
Buyukcekmece,18099,41.045278,28.59,2024-11-22 21:00:00,0,17.22,17.22,1004,10
Buyukcekmece,18099,41.045278,28.59,2024-11-22 22:00:00,0,17.49,17.49,1004,12
Buyukcekmece,18099,41.045278,28.59,2024-11-22 23:00:00,0,17.64,17.64,1003,12
Buyukcekmece,18099,41.045278,28.59,2024-11-23 00:00:00,0,17.59,17.59,1003,12
Buyukcekmece,18099,41.045278,28.59,2024-11-23 01:00:00,0,17.52,17.52,1003,11
Buyukcekmece,18099,41.045278,28.59,2024-11-23 02:00:00,0,17.47,17.47,1003,11
Buyukcekmece,18099,41.045278,28.59,2024-11-23 03:00:00,0,17.33,17.33,1003,10
Buyukcekmece,18099,41.045278,28.59,2024-11-23 04:00:00,0,17.3,17.3,1003,10
Buyukcekmece,18099,41.045278,28.59,2024-11-23 05:00:00,0,17.56,17.56,1003,12
Buyukcekmece,18099,41.045278,28.59,2024-11-23 06:00:00,6,17.71,17.71,1004,10
Buyukcekmece,18099,41.045278,28.59,2024-11-23 07:00:00,15,8.14,8.14,1009,7
Buyukcekmece,18099,41.045278,28.59,2024-11-23 08:00:00,7,5.4,5.4,1010,10
Buyukcekmece,18099,41.045278,28.59,2024-11-23 09:00:00,5,2.99,2.99,1011,10
Buyukcekmece,18099,41.045278,28.59,2024-11-23 10:00:00,6,2.73,2.73,1014,7
Buyukcekmece,18099,41.045278,28.59,2024-11-23 11:00:00,2,2.56,2.56,1016,5
Buyukcekmece,18099,41.045278,28.59,2024-11-23 12:00:00,0,5.07,5.07,1016,4
Buyukcekmece,18099,41.045278,28.59,2024-11-23 13:00:00,0,6.48,6.48,1017,4
Buyukcekmece,18099,41.045278,28.59,2024-11-23 14:00:00,0,6.83,6.83,1019,4
Buyukcekmece,18099,41.045278,28.59,2024-11-23 15:00:00,0,6.94,6.94,1019,5
Buyukcekmece,18099,41.045278,28.59,2024-11-23 16:00:00,0,6.84,6.84,1020,5
Buyukcekmece,18099,41.045278,28.59,2024-11-23 17:00:00,0,6.45,6.45,1021,6
Buyukcekmece,18099,41.045278,28.59,2024-11-23 18:00:00,0,5.4,5.4,1022,4
Buyukcekmece,18099,41.045278,28.59,2024-11-23 19:00:00,0,4.73,4.73,1022,4
Buyukcekmece,18099,41.045278,28.59,2024-11-23 20:00:00,0,4.28,4.28,1023,5
Buyukcekmece,18099,41.045278,28.59,2024-11-23 21:00:00,0,4.5,4.5,1024,6
Buyukcekmece,18099,41.045278,28.59,2024-11-23 22:00:00,0,4.08,4.08,1025,6
Buyukcekmece,18099,41.045278,28.59,2024-11-23 23:00:00,0,3.79,3.79,1026,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 00:00:00,0,3.74,3.74,1027,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 01:00:00,0,3.49,3.49,1027,6
Buyukcekmece,18099,41.045278,28.59,2024-11-24 02:00:00,0,3.16,3.16,1028,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 03:00:00,0,3.28,3.28,1029,6
Buyukcekmece,18099,41.045278,28.59,2024-11-24 04:00:00,0,3.03,3.03,1029,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 05:00:00,0,2.74,2.74,1030,4
Buyukcekmece,18099,41.045278,28.59,2024-11-24 06:00:00,0,3.29,3.29,1031,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 07:00:00,0,4.95,4.95,1031,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 08:00:00,0,7.43,7.43,1031,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 09:00:00,0,7.89,7.89,1031,7
Buyukcekmece,18099,41.045278,28.59,2024-11-24 10:00:00,0,8.21,8.21,1030,7
Buyukcekmece,18099,41.045278,28.59,2024-11-24 11:00:00,0,8.37,8.37,1030,6
Buyukcekmece,18099,41.045278,28.59,2024-11-24 12:00:00,0,8.38,8.38,1029,6
Buyukcekmece,18099,41.045278,28.59,2024-11-24 13:00:00,0,8.15,8.15,1029,6
Buyukcekmece,18099,41.045278,28.59,2024-11-24 14:00:00,0,7.69,7.69,1029,5
Buyukcekmece,18099,41.045278,28.59,2024-11-24 15:00:00,0,6.98,6.98,1029,4
Buyukcekmece,18099,41.045278,28.59,2024-11-24 16:00:00,0,6.52,6.52,1029,4
Buyukcekmece,18099,41.045278,28.59,2024-11-24 17:00:00,0,6.43,6.43,1029,3
Buyukcekmece,18099,41.045278,28.59,2024-11-24 18:00:00,0,5.78,5.78,1029,3
Buyukcekmece,18099,41.045278,28.59,2024-11-24 19:00:00,0,4.48,4.48,1029,2
Buyukcekmece,18099,41.045278,28.59,2024-11-24 20:00:00,0,3.91,3.91,1028,2
Buyukcekmece,18099,41.045278,28.59,2024-11-24 21:00:00,0,3.85,3.85,1028,2
Buyukcekmece,18099,41.045278,28.59,2024-11-24 22:00:00,0,3.78,3.78,1027,2
Buyukcekmece,18099,41.045278,28.59,2024-11-24 23:00:00,0,3.78,3.78,1027,2
