Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 00:00:00,0,9.64,9.64,1012,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 01:00:00,0,9.53,9.53,1011,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 02:00:00,0,9.35,9.35,1010,5
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 03:00:00,0,9.36,9.36,1010,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 04:00:00,0,9.33,9.33,1010,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 05:00:00,0,9.4,9.4,1010,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 06:00:00,0,10.0,10.0,1011,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 07:00:00,0,11.09,11.09,1010,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 08:00:00,0,11.38,11.38,1010,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 09:00:00,0,11.61,11.61,1010,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 10:00:00,0,11.88,11.88,1009,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 11:00:00,0,12.05,12.05,1009,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 12:00:00,0,12.19,12.19,1008,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 13:00:00,0,12.77,12.77,1007,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 14:00:00,0,13.56,13.56,1007,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 15:00:00,0,14.2,14.2,1006,5
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 16:00:00,0,15.87,15.87,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 17:00:00,0,15.4,15.4,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 18:00:00,0,15.24,15.24,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 19:00:00,0,14.7,14.7,1006,7
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 20:00:00,0,14.43,14.43,1006,7
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 21:00:00,0,15.08,15.08,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 22:00:00,0,15.32,15.32,1005,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 23:00:00,0,15.7,15.7,1004,11
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 00:00:00,0,15.7,15.7,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 01:00:00,0,15.72,15.72,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 02:00:00,0,15.6,15.6,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 03:00:00,0,15.32,15.32,1004,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 04:00:00,0,15.2,15.2,1004,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 05:00:00,0,15.32,15.32,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 06:00:00,5,14.43,14.43,1005,6
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 07:00:00,8,8.04,8.04,1009,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 08:00:00,8,6.38,6.38,1010,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 09:00:00,14,4.01,4.01,1012,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 10:00:00,5,2.7,2.7,1013,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 11:00:00,3,3.21,3.21,1016,5
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 12:00:00,0,3.11,3.11,1016,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 13:00:00,0,4.22,4.22,1017,2
