Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 00:00:00,0,6.72,1003,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 01:00:00,0,3.88,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 02:00:00,0,4.05,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 03:00:00,0,3.47,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 04:00:00,0,3.2,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 05:00:00,0,3.37,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 06:00:00,0,6.66,1001,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 07:00:00,0,9.9,1001,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 08:00:00,0,12.18,1000,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 09:00:00,0,14.1,1000,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 10:00:00,0,14.86,999,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 11:00:00,0,15.85,998,8
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 12:00:00,0,16.69,997,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 13:00:00,0,17.16,997,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 14:00:00,0,17.18,996,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 15:00:00,0,16.82,996,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 16:00:00,0,16.57,996,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 17:00:00,0,16.85,997,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 18:00:00,0,16.44,997,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 19:00:00,0,16.62,996,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 20:00:00,0,16.75,996,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 21:00:00,0,16.67,995,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 22:00:00,0,16.93,994,14
Arnavutkoy,18402,41.220278,28.7075,2024-11-22 23:00:00,0,17.12,994,14
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 00:00:00,0,17.4,993,16
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 01:00:00,0,17.06,993,15
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 02:00:00,0,16.82,993,13
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 03:00:00,0,16.68,993,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 04:00:00,0,16.61,994,12
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 05:00:00,2,16.8,994,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 06:00:00,15,8.16,997,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 07:00:00,4,6.05,1000,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 08:00:00,7,3.9,1001,10
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 09:00:00,5,1.98,1002,11
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 10:00:00,6,2.52,1004,9
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 11:00:00,1,3.1,1007,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 12:00:00,0,4.93,1006,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 13:00:00,0,5.59,1007,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 14:00:00,0,4.71,1009,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 15:00:00,0,3.97,1009,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 16:00:00,0,3.15,1010,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 17:00:00,0,2.1,1011,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 18:00:00,0,2.04,1012,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 19:00:00,0,1.28,1012,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 20:00:00,0,1.62,1013,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 21:00:00,0,2.76,1014,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 22:00:00,0,3.71,1015,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-23 23:00:00,0,3.42,1016,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 00:00:00,0,3.37,1017,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 01:00:00,0,3.14,1017,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 02:00:00,1,3.26,1018,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 03:00:00,0,2.69,1019,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 04:00:00,0,3.01,1019,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 05:00:00,0,3.14,1020,5
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 06:00:00,0,4.47,1021,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 07:00:00,0,5.88,1021,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 08:00:00,0,6.5,1021,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 09:00:00,0,6.89,1021,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 10:00:00,0,7.09,1021,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 11:00:00,0,7.08,1020,7
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 12:00:00,0,7.12,1020,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 13:00:00,0,6.84,1020,6
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 14:00:00,0,5.48,1020,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 15:00:00,0,2.95,1020,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 16:00:00,0,2.3,1020,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 17:00:00,0,1.78,1019,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 18:00:00,0,1.75,1019,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 19:00:00,0,1.04,1019,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 20:00:00,0,0.84,1018,4
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 21:00:00,0,0.27,1018,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 22:00:00,0,0.14,1018,3
Arnavutkoy,18402,41.220278,28.7075,2024-11-24 23:00:00,0,0.48,1017,3
