Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 00:00:00,0,7.88,7.88,1006,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 01:00:00,0,5.47,5.47,1006,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 02:00:00,0,5.8,5.8,1005,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 03:00:00,0,4.75,4.75,1005,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 04:00:00,0,4.9,4.9,1004,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 05:00:00,0,5.2,5.2,1004,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 06:00:00,0,7.51,7.51,1005,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 07:00:00,0,10.21,10.21,1005,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 08:00:00,0,12.94,12.94,1005,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 09:00:00,0,15.7,15.7,1004,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 10:00:00,0,16.69,16.69,1003,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 11:00:00,0,18.08,18.08,1002,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 12:00:00,0,18.85,18.85,1002,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 13:00:00,0,18.51,18.51,1001,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 14:00:00,0,16.45,16.45,1001,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 15:00:00,0,15.39,15.39,1000,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 16:00:00,0,13.83,13.83,1000,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 17:00:00,0,13.28,13.28,1000,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 18:00:00,0,16.63,16.63,1000,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 19:00:00,0,15.59,15.59,999,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 20:00:00,0,16.95,16.95,999,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 21:00:00,0,15.79,15.79,999,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 22:00:00,0,15.46,15.46,999,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 23:00:00,0,16.57,16.57,998,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 00:00:00,0,15.89,15.89,998,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 01:00:00,0,16.16,16.16,998,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 02:00:00,0,15.95,15.95,998,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 03:00:00,0,12.86,12.86,999,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 04:00:00,0,12.5,12.5,998,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 05:00:00,0,11.93,11.93,998,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 06:00:00,3,14.68,14.68,999,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 07:00:00,5,7.12,7.12,1003,7
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 08:00:00,6,5.38,5.38,1005,8
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 09:00:00,6,3.95,3.95,1006,10
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 10:00:00,5,1.74,1.74,1008,7
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 11:00:00,2,2.85,2.85,1009,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 12:00:00,2,3.07,3.07,1010,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 13:00:00,1,3.05,3.05,1011,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 14:00:00,0,2.79,2.79,1012,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 15:00:00,0,3.83,3.83,1012,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 16:00:00,0,4.55,4.55,1013,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 17:00:00,0,4.97,4.97,1014,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 18:00:00,1,4.27,4.27,1015,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 19:00:00,0,4.07,4.07,1016,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 20:00:00,1,5.41,5.41,1016,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 21:00:00,1,4.95,4.95,1017,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 22:00:00,1,4.76,4.76,1019,7
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 23:00:00,0,3.91,3.91,1019,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 00:00:00,1,4.97,4.97,1020,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 01:00:00,0,3.51,3.51,1020,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 02:00:00,0,3.85,3.85,1021,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 03:00:00,0,3.18,3.18,1022,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 04:00:00,0,3.11,3.11,1022,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 05:00:00,0,3.57,3.57,1023,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 06:00:00,0,5.13,5.13,1024,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 07:00:00,0,6.16,6.16,1024,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 08:00:00,0,7.04,7.04,1024,7
