Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 00:00:00,0,9.72,1014,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 01:00:00,0,9.98,1013,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 02:00:00,0,9.87,1012,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 03:00:00,0,9.89,1011,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 04:00:00,0,10.26,1011,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 05:00:00,0,10.86,1012,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 06:00:00,0,11.03,1012,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 07:00:00,0,11.45,1012,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 08:00:00,0,12.23,1012,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 09:00:00,0,12.64,1012,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 10:00:00,0,12.95,1011,0
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 11:00:00,0,13.79,1010,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 12:00:00,0,14.57,1009,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 13:00:00,0,15.68,1009,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 14:00:00,0,16.01,1008,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 15:00:00,0,15.86,1008,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 16:00:00,0,16.87,1008,8
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 17:00:00,0,16.66,1008,6
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 18:00:00,0,16.21,1008,6
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 19:00:00,0,15.92,1008,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 20:00:00,0,16.66,1007,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 21:00:00,0,16.46,1007,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 22:00:00,0,16.84,1007,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 23:00:00,0,17.34,1006,7
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 00:00:00,0,17.97,1006,10
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 01:00:00,0,18.01,1006,9
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 02:00:00,0,17.59,1006,8
