Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sancaktepe,18399,41.008611,29.282222,2024-11-22 00:00:00,0,7.99,7.99,1003,2
Sancaktepe,18399,41.008611,29.282222,2024-11-22 01:00:00,0,5.34,5.34,1002,3
Sancaktepe,18399,41.008611,29.282222,2024-11-22 02:00:00,0,5.11,5.11,1002,3
Sancaktepe,18399,41.008611,29.282222,2024-11-22 03:00:00,0,4.6,4.6,1001,2
Sancaktepe,18399,41.008611,29.282222,2024-11-22 04:00:00,0,4.71,4.71,1001,2
Sancaktepe,18399,41.008611,29.282222,2024-11-22 05:00:00,0,4.93,4.93,1001,2
Sancaktepe,18399,41.008611,29.282222,2024-11-22 06:00:00,0,7.73,7.73,1002,1
Sancaktepe,18399,41.008611,29.282222,2024-11-22 07:00:00,0,12.2,12.2,1002,1
Sancaktepe,18399,41.008611,29.282222,2024-11-22 08:00:00,0,13.48,13.48,1001,1
Sancaktepe,18399,41.008611,29.282222,2024-11-22 09:00:00,0,15.38,15.38,1001,1
Sancaktepe,18399,41.008611,29.282222,2024-11-22 10:00:00,0,17.15,17.15,1000,2
Sancaktepe,18399,41.008611,29.282222,2024-11-22 11:00:00,0,18.39,18.39,1000,3
Sancaktepe,18399,41.008611,29.282222,2024-11-22 12:00:00,0,18.53,18.53,999,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 13:00:00,0,18.83,18.83,999,5
Sancaktepe,18399,41.008611,29.282222,2024-11-22 14:00:00,0,17.13,17.13,998,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 15:00:00,0,14.38,14.38,998,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 16:00:00,0,16.25,16.25,998,5
Sancaktepe,18399,41.008611,29.282222,2024-11-22 17:00:00,0,13.91,13.91,998,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 18:00:00,0,13.75,13.75,998,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 19:00:00,0,13.63,13.63,997,4
Sancaktepe,18399,41.008611,29.282222,2024-11-22 20:00:00,0,13.89,13.89,997,4
