Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Uskudar,18404,41.032778,29.046389,2024-01-19 00:00:00,0,13.21,1000,9
Uskudar,18404,41.032778,29.046389,2024-01-19 01:00:00,0,12.63,1000,5
Uskudar,18404,41.032778,29.046389,2024-01-19 02:00:00,0,12.73,1000,5
Uskudar,18404,41.032778,29.046389,2024-01-19 03:00:00,0,13.12,1000,6
Uskudar,18404,41.032778,29.046389,2024-01-19 04:00:00,0,12.84,1000,5
Uskudar,18404,41.032778,29.046389,2024-01-19 05:00:00,0,13.5,1000,7
Uskudar,18404,41.032778,29.046389,2024-01-19 06:00:00,0,14.09,1000,8
Uskudar,18404,41.032778,29.046389,2024-01-19 07:00:00,0,14.31,1001,6
Uskudar,18404,41.032778,29.046389,2024-01-19 08:00:00,0,15.21,1001,7
Uskudar,18404,41.032778,29.046389,2024-01-19 09:00:00,0,15.93,1001,8
Uskudar,18404,41.032778,29.046389,2024-01-19 10:00:00,0,16.55,1001,7
Uskudar,18404,41.032778,29.046389,2024-01-19 11:00:00,0,17.24,1001,7
Uskudar,18404,41.032778,29.046389,2024-01-19 12:00:00,0,17.39,1000,7
Uskudar,18404,41.032778,29.046389,2024-01-19 13:00:00,0,17.36,1000,6
Uskudar,18404,41.032778,29.046389,2024-01-19 14:00:00,0,17.36,1000,7
Uskudar,18404,41.032778,29.046389,2024-01-19 15:00:00,0,16.07,1001,5
Uskudar,18404,41.032778,29.046389,2024-01-19 16:00:00,0,15.58,1001,5
Uskudar,18404,41.032778,29.046389,2024-01-19 17:00:00,0,15.04,1001,6
Uskudar,18404,41.032778,29.046389,2024-01-19 18:00:00,0,14.68,1002,6
Uskudar,18404,41.032778,29.046389,2024-01-19 19:00:00,0,13.92,1002,4
Uskudar,18404,41.032778,29.046389,2024-01-19 20:00:00,0,12.96,1003,3
Uskudar,18404,41.032778,29.046389,2024-01-19 21:00:00,0,12.62,1003,3
Uskudar,18404,41.032778,29.046389,2024-01-19 22:00:00,0,13.48,1003,5
Uskudar,18404,41.032778,29.046389,2024-01-19 23:00:00,0,13.26,1004,4
Uskudar,18404,41.032778,29.046389,2024-01-20 00:00:00,0,13.09,1004,4
Uskudar,18404,41.032778,29.046389,2024-01-20 01:00:00,0,12.58,1004,4
Uskudar,18404,41.032778,29.046389,2024-01-20 02:00:00,0,11.49,1004,3
Uskudar,18404,41.032778,29.046389,2024-01-20 03:00:00,0,11.08,1004,2
Uskudar,18404,41.032778,29.046389,2024-01-20 04:00:00,0,10.96,1005,2
Uskudar,18404,41.032778,29.046389,2024-01-20 05:00:00,0,9.84,1005,2
Uskudar,18404,41.032778,29.046389,2024-01-20 06:00:00,0,9.12,1006,3
Uskudar,18404,41.032778,29.046389,2024-01-20 07:00:00,0,9.4,1007,5
Uskudar,18404,41.032778,29.046389,2024-01-20 08:00:00,0,8.9,1007,5
Uskudar,18404,41.032778,29.046389,2024-01-20 09:00:00,0,8.9,1008,6
Uskudar,18404,41.032778,29.046389,2024-01-20 10:00:00,0,8.58,1008,7
Uskudar,18404,41.032778,29.046389,2024-01-20 11:00:00,0,7.88,1008,7
Uskudar,18404,41.032778,29.046389,2024-01-20 12:00:00,1,7.33,1009,7
Uskudar,18404,41.032778,29.046389,2024-01-20 13:00:00,1,6.76,1009,7
Uskudar,18404,41.032778,29.046389,2024-01-20 14:00:00,2,6.33,1010,8
Uskudar,18404,41.032778,29.046389,2024-01-20 15:00:00,2,5.62,1010,8
Uskudar,18404,41.032778,29.046389,2024-01-20 16:00:00,2,5.11,1011,8
Uskudar,18404,41.032778,29.046389,2024-01-20 17:00:00,4,4.31,1012,8
Uskudar,18404,41.032778,29.046389,2024-01-20 18:00:00,3,3.83,1013,7
Uskudar,18404,41.032778,29.046389,2024-01-20 19:00:00,1,3.42,1014,7
Uskudar,18404,41.032778,29.046389,2024-01-20 20:00:00,2,3.6,1014,6
Uskudar,18404,41.032778,29.046389,2024-01-20 21:00:00,1,3.98,1015,6
Uskudar,18404,41.032778,29.046389,2024-01-20 22:00:00,1,4.12,1015,6
Uskudar,18404,41.032778,29.046389,2024-01-20 23:00:00,2,4.18,1016,6
Uskudar,18404,41.032778,29.046389,2024-01-21 00:00:00,1,3.77,1016,6
Uskudar,18404,41.032778,29.046389,2024-01-21 01:00:00,0,3.98,1017,6
Uskudar,18404,41.032778,29.046389,2024-01-21 02:00:00,0,4.18,1017,6
Uskudar,18404,41.032778,29.046389,2024-01-21 03:00:00,0,4.22,1017,6
Uskudar,18404,41.032778,29.046389,2024-01-21 04:00:00,0,4.35,1018,5
Uskudar,18404,41.032778,29.046389,2024-01-21 05:00:00,0,4.5,1018,6
Uskudar,18404,41.032778,29.046389,2024-01-21 06:00:00,0,4.7,1019,5
Uskudar,18404,41.032778,29.046389,2024-01-21 07:00:00,0,5.16,1019,6
Uskudar,18404,41.032778,29.046389,2024-01-21 08:00:00,0,5.82,1020,7
Uskudar,18404,41.032778,29.046389,2024-01-21 09:00:00,0,6.36,1020,7
Uskudar,18404,41.032778,29.046389,2024-01-21 10:00:00,0,6.44,1020,8
Uskudar,18404,41.032778,29.046389,2024-01-21 11:00:00,0,6.5,1020,8
Uskudar,18404,41.032778,29.046389,2024-01-21 12:00:00,0,6.56,1020,8
