Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 00:00:00,0,9.64,9.64,1012,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 01:00:00,0,9.63,9.63,1011,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 02:00:00,0,9.52,9.52,1010,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 03:00:00,0,9.76,9.76,1010,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 04:00:00,0,9.71,9.71,1010,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 05:00:00,0,9.51,9.51,1010,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 06:00:00,0,10.13,10.13,1011,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 07:00:00,0,11.3,11.3,1011,5
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 08:00:00,0,11.53,11.53,1010,4
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 09:00:00,0,11.83,11.83,1010,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 10:00:00,0,11.85,11.85,1009,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 11:00:00,0,12.09,12.09,1009,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 12:00:00,0,12.46,12.46,1008,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 13:00:00,0,13.24,13.24,1007,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 14:00:00,0,14.01,14.01,1007,5
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 15:00:00,0,16.1,16.1,1006,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 16:00:00,0,16.5,16.5,1006,11
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 17:00:00,0,16.2,16.2,1006,11
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 18:00:00,0,16.14,16.14,1006,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 19:00:00,0,15.4,15.4,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 20:00:00,0,15.56,15.56,1005,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 21:00:00,0,15.71,15.71,1006,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 22:00:00,0,15.91,15.91,1005,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-22 23:00:00,0,16.31,16.31,1004,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 00:00:00,0,15.94,15.94,1004,11
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 01:00:00,0,15.83,15.83,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 02:00:00,0,15.63,15.63,1004,8
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 03:00:00,0,15.1,15.1,1004,6
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 04:00:00,0,15.81,15.81,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 05:00:00,0,15.7,15.7,1004,10
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 06:00:00,4,15.36,15.36,1005,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 07:00:00,10,8.28,8.28,1008,11
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 08:00:00,7,6.87,6.87,1009,12
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 09:00:00,13,4.08,4.08,1011,13
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 10:00:00,3,2.88,2.88,1013,9
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 11:00:00,1,3.67,3.67,1016,6
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 12:00:00,1,3.78,3.78,1017,1
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 13:00:00,0,4.58,4.58,1018,1
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 14:00:00,0,5.87,5.87,1018,2
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 15:00:00,0,6.82,6.82,1019,3
Kumkapi Feneri,17454,41.0042,28.9547,2024-11-23 16:00:00,0,6.98,6.98,1020,4
