Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sisli,18401,41.054722,28.968333,2024-11-22 00:00:00,0,9.18,9.18,1006,3
Sisli,18401,41.054722,28.968333,2024-11-22 01:00:00,0,8.25,8.25,1005,2
Sisli,18401,41.054722,28.968333,2024-11-22 02:00:00,0,8.17,8.17,1004,3
Sisli,18401,41.054722,28.968333,2024-11-22 03:00:00,0,8.1,8.1,1004,2
Sisli,18401,41.054722,28.968333,2024-11-22 04:00:00,0,7.77,7.77,1004,2
Sisli,18401,41.054722,28.968333,2024-11-22 05:00:00,0,7.65,7.65,1004,2
Sisli,18401,41.054722,28.968333,2024-11-22 06:00:00,0,8.79,8.79,1005,2
Sisli,18401,41.054722,28.968333,2024-11-22 07:00:00,0,10.52,10.52,1005,2
Sisli,18401,41.054722,28.968333,2024-11-22 08:00:00,0,12.07,12.07,1005,3
Sisli,18401,41.054722,28.968333,2024-11-22 09:00:00,0,13.17,13.17,1004,3
Sisli,18401,41.054722,28.968333,2024-11-22 10:00:00,0,14.06,14.06,1003,3
Sisli,18401,41.054722,28.968333,2024-11-22 11:00:00,0,15.53,15.53,1003,4
Sisli,18401,41.054722,28.968333,2024-11-22 12:00:00,0,16.15,16.15,1002,4
Sisli,18401,41.054722,28.968333,2024-11-22 13:00:00,0,15.82,15.82,1001,4
Sisli,18401,41.054722,28.968333,2024-11-22 14:00:00,0,16.94,16.94,1001,5
Sisli,18401,41.054722,28.968333,2024-11-22 15:00:00,0,18.25,18.25,1000,8
Sisli,18401,41.054722,28.968333,2024-11-22 16:00:00,0,18.3,18.3,1000,8
Sisli,18401,41.054722,28.968333,2024-11-22 17:00:00,0,18.08,18.08,1000,9
Sisli,18401,41.054722,28.968333,2024-11-22 18:00:00,0,17.85,17.85,1000,10
Sisli,18401,41.054722,28.968333,2024-11-22 19:00:00,0,17.49,17.49,1000,8
Sisli,18401,41.054722,28.968333,2024-11-22 20:00:00,0,17.39,17.39,1000,8
Sisli,18401,41.054722,28.968333,2024-11-22 21:00:00,0,17.51,17.51,1000,8
Sisli,18401,41.054722,28.968333,2024-11-22 22:00:00,0,17.55,17.55,999,8
Sisli,18401,41.054722,28.968333,2024-11-22 23:00:00,0,17.98,17.98,998,10
Sisli,18401,41.054722,28.968333,2024-11-23 00:00:00,0,17.75,17.75,998,9
Sisli,18401,41.054722,28.968333,2024-11-23 01:00:00,0,17.59,17.59,998,8
Sisli,18401,41.054722,28.968333,2024-11-23 02:00:00,0,17.5,17.5,998,7
Sisli,18401,41.054722,28.968333,2024-11-23 03:00:00,0,17.03,17.03,998,6
Sisli,18401,41.054722,28.968333,2024-11-23 04:00:00,0,16.99,16.99,998,7
Sisli,18401,41.054722,28.968333,2024-11-23 05:00:00,0,17.17,17.17,998,8
Sisli,18401,41.054722,28.968333,2024-11-23 06:00:00,6,17.41,17.41,999,8
Sisli,18401,41.054722,28.968333,2024-11-23 07:00:00,7,7.88,7.88,1002,10
Sisli,18401,41.054722,28.968333,2024-11-23 08:00:00,5,6.22,6.22,1003,12
Sisli,18401,41.054722,28.968333,2024-11-23 09:00:00,10,3.84,3.84,1006,10
Sisli,18401,41.054722,28.968333,2024-11-23 10:00:00,3,1.95,1.95,1007,7
Sisli,18401,41.054722,28.968333,2024-11-23 11:00:00,3,2.7,2.7,1010,5
Sisli,18401,41.054722,28.968333,2024-11-23 12:00:00,0,4.45,4.45,1011,4
Sisli,18401,41.054722,28.968333,2024-11-23 13:00:00,0,4.2,4.2,1012,1
Sisli,18401,41.054722,28.968333,2024-11-23 14:00:00,0,4.46,4.46,1013,2
Sisli,18401,41.054722,28.968333,2024-11-23 15:00:00,0,5.86,5.86,1013,1
Sisli,18401,41.054722,28.968333,2024-11-23 16:00:00,0,6.06,6.06,1014,3
Sisli,18401,41.054722,28.968333,2024-11-23 17:00:00,0,5.85,5.85,1015,4
Sisli,18401,41.054722,28.968333,2024-11-23 18:00:00,0,5.51,5.51,1016,5
Sisli,18401,41.054722,28.968333,2024-11-23 19:00:00,0,5.26,5.26,1016,4
Sisli,18401,41.054722,28.968333,2024-11-23 20:00:00,0,5.2,5.2,1017,3
Sisli,18401,41.054722,28.968333,2024-11-23 21:00:00,2,5.54,5.54,1018,5
Sisli,18401,41.054722,28.968333,2024-11-23 22:00:00,1,4.51,4.51,1019,4
Sisli,18401,41.054722,28.968333,2024-11-23 23:00:00,0,5.32,5.32,1020,5
Sisli,18401,41.054722,28.968333,2024-11-24 00:00:00,0,5.42,5.42,1020,5
Sisli,18401,41.054722,28.968333,2024-11-24 01:00:00,0,5.42,5.42,1020,5
Sisli,18401,41.054722,28.968333,2024-11-24 02:00:00,0,5.53,5.53,1022,5
Sisli,18401,41.054722,28.968333,2024-11-24 03:00:00,0,5.46,5.46,1022,4
Sisli,18401,41.054722,28.968333,2024-11-24 04:00:00,0,5.63,5.63,1023,5
