Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 00:00:00,0,7.46,7.46,988,2
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 01:00:00,0,4.1,4.1,988,3
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 02:00:00,0,5.27,5.27,987,4
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 03:00:00,0,6.36,6.36,986,5
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 04:00:00,0,6.48,6.48,986,4
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 05:00:00,0,5.79,5.79,986,3
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 06:00:00,0,8.6,8.6,987,2
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 07:00:00,0,11.91,11.91,987,1
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 08:00:00,0,14.24,14.24,987,3
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 09:00:00,0,16.01,16.01,986,3
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 10:00:00,0,17.18,17.18,986,4
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 11:00:00,0,18.11,18.11,985,5
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 12:00:00,0,18.54,18.54,985,6
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 13:00:00,0,18.02,18.02,984,5
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 14:00:00,0,15.82,15.82,984,4
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 15:00:00,0,14.43,14.43,983,5
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 16:00:00,0,15.25,15.25,983,6
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 17:00:00,0,15.57,15.57,983,7
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 18:00:00,0,15.22,15.22,983,7
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 19:00:00,0,15.75,15.75,982,7
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 20:00:00,0,14.99,14.99,983,6
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 21:00:00,0,15.09,15.09,982,6
Sile/Darlik Koyu,18792,41.043056,29.571667,2024-11-22 22:00:00,0,15.98,15.98,982,8
