Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Silivri,18400,41.185556,28.1575,2024-01-19 00:00:00,0,11.39,988,6
Silivri,18400,41.185556,28.1575,2024-01-19 01:00:00,0,8.96,989,3
Silivri,18400,41.185556,28.1575,2024-01-19 02:00:00,0,8.99,988,2
Silivri,18400,41.185556,28.1575,2024-01-19 03:00:00,0,9.67,988,3
Silivri,18400,41.185556,28.1575,2024-01-19 04:00:00,0,8.93,989,3
Silivri,18400,41.185556,28.1575,2024-01-19 05:00:00,0,7.52,989,3
Silivri,18400,41.185556,28.1575,2024-01-19 06:00:00,0,10.34,989,6
Silivri,18400,41.185556,28.1575,2024-01-19 07:00:00,0,12.28,989,8
Silivri,18400,41.185556,28.1575,2024-01-19 08:00:00,0,13.22,990,9
Silivri,18400,41.185556,28.1575,2024-01-19 09:00:00,0,14.53,990,8
Silivri,18400,41.185556,28.1575,2024-01-19 10:00:00,0,15.5,989,9
Silivri,18400,41.185556,28.1575,2024-01-19 11:00:00,0,16.35,989,8
Silivri,18400,41.185556,28.1575,2024-01-19 12:00:00,0,17.03,989,8
Silivri,18400,41.185556,28.1575,2024-01-19 13:00:00,0,17.04,989,7
Silivri,18400,41.185556,28.1575,2024-01-19 14:00:00,0,15.7,989,6
Silivri,18400,41.185556,28.1575,2024-01-19 15:00:00,0,12.54,990,4
Silivri,18400,41.185556,28.1575,2024-01-19 16:00:00,0,12.58,990,5
Silivri,18400,41.185556,28.1575,2024-01-19 17:00:00,0,11.08,990,4
Silivri,18400,41.185556,28.1575,2024-01-19 18:00:00,0,10.0,991,4
Silivri,18400,41.185556,28.1575,2024-01-19 19:00:00,0,9.63,991,3
Silivri,18400,41.185556,28.1575,2024-01-19 20:00:00,0,11.42,992,5
Silivri,18400,41.185556,28.1575,2024-01-19 21:00:00,0,11.01,992,4
Silivri,18400,41.185556,28.1575,2024-01-19 22:00:00,0,9.33,992,1
Silivri,18400,41.185556,28.1575,2024-01-19 23:00:00,0,9.25,993,1
Silivri,18400,41.185556,28.1575,2024-01-20 00:00:00,0,8.65,993,2
Silivri,18400,41.185556,28.1575,2024-01-20 01:00:00,0,8.86,993,2
Silivri,18400,41.185556,28.1575,2024-01-20 02:00:00,0,9.17,993,1
Silivri,18400,41.185556,28.1575,2024-01-20 03:00:00,0,8.96,994,3
Silivri,18400,41.185556,28.1575,2024-01-20 04:00:00,0,7.71,994,7
Silivri,18400,41.185556,28.1575,2024-01-20 05:00:00,0,7.13,994,9
Silivri,18400,41.185556,28.1575,2024-01-20 06:00:00,0,6.93,995,9
Silivri,18400,41.185556,28.1575,2024-01-20 07:00:00,0,6.79,996,11
Silivri,18400,41.185556,28.1575,2024-01-20 08:00:00,0,6.59,996,12
Silivri,18400,41.185556,28.1575,2024-01-20 09:00:00,0,5.85,997,13
Silivri,18400,41.185556,28.1575,2024-01-20 10:00:00,0,5.84,997,14
Silivri,18400,41.185556,28.1575,2024-01-20 11:00:00,0,5.08,997,14
Silivri,18400,41.185556,28.1575,2024-01-20 12:00:00,0,3.92,997,14
Silivri,18400,41.185556,28.1575,2024-01-20 13:00:00,0,3.37,998,14
Silivri,18400,41.185556,28.1575,2024-01-20 14:00:00,1,2.84,999,14
Silivri,18400,41.185556,28.1575,2024-01-20 15:00:00,1,2.44,999,14
Silivri,18400,41.185556,28.1575,2024-01-20 16:00:00,2,1.92,1000,13
Silivri,18400,41.185556,28.1575,2024-01-20 17:00:00,2,1.89,1001,13
Silivri,18400,41.185556,28.1575,2024-01-20 18:00:00,0,1.99,1002,11
Silivri,18400,41.185556,28.1575,2024-01-20 19:00:00,1,2.25,1002,12
Silivri,18400,41.185556,28.1575,2024-01-20 20:00:00,1,2.28,1003,12
Silivri,18400,41.185556,28.1575,2024-01-20 21:00:00,0,2.2,1004,12
Silivri,18400,41.185556,28.1575,2024-01-20 22:00:00,1,2.18,1004,11
Silivri,18400,41.185556,28.1575,2024-01-20 23:00:00,2,2.15,1005,11
Silivri,18400,41.185556,28.1575,2024-01-21 00:00:00,2,1.96,1005,10
Silivri,18400,41.185556,28.1575,2024-01-21 01:00:00,1,2.06,1006,10
Silivri,18400,41.185556,28.1575,2024-01-21 02:00:00,0,2.15,1006,8
Silivri,18400,41.185556,28.1575,2024-01-21 03:00:00,0,2.63,1006,9
Silivri,18400,41.185556,28.1575,2024-01-21 04:00:00,1,2.17,1007,9
Silivri,18400,41.185556,28.1575,2024-01-21 05:00:00,0,2.57,1007,8
Silivri,18400,41.185556,28.1575,2024-01-21 06:00:00,0,2.42,1008,9
Silivri,18400,41.185556,28.1575,2024-01-21 07:00:00,0,2.74,1008,11
Silivri,18400,41.185556,28.1575,2024-01-21 08:00:00,0,3.64,1009,11
Silivri,18400,41.185556,28.1575,2024-01-21 09:00:00,0,4.12,1009,11
Silivri,18400,41.185556,28.1575,2024-01-21 10:00:00,0,4.84,1009,11
Silivri,18400,41.185556,28.1575,2024-01-21 11:00:00,0,5.11,1009,11
Silivri,18400,41.185556,28.1575,2024-01-21 12:00:00,0,5.14,1010,10
Silivri,18400,41.185556,28.1575,2024-01-21 13:00:00,0,5.09,1010,10
Silivri,18400,41.185556,28.1575,2024-01-21 14:00:00,0,4.59,1010,10
Silivri,18400,41.185556,28.1575,2024-01-21 15:00:00,0,3.6,1011,9
Silivri,18400,41.185556,28.1575,2024-01-21 16:00:00,0,3.43,1011,9
Silivri,18400,41.185556,28.1575,2024-01-21 17:00:00,0,3.45,1012,9
Silivri,18400,41.185556,28.1575,2024-01-21 18:00:00,0,2.93,1013,9
Silivri,18400,41.185556,28.1575,2024-01-21 19:00:00,0,2.66,1013,9
Silivri,18400,41.185556,28.1575,2024-01-21 20:00:00,0,2.5,1013,8
Silivri,18400,41.185556,28.1575,2024-01-21 21:00:00,0,2.29,1013,7
Silivri,18400,41.185556,28.1575,2024-01-21 22:00:00,0,2.11,1013,7
Silivri,18400,41.185556,28.1575,2024-01-21 23:00:00,0,3.29,1013,8
