Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 00:00:00,0,9.72,9.72,1014,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 01:00:00,0,9.98,9.98,1013,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 02:00:00,0,9.87,9.87,1012,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 03:00:00,0,9.88,9.88,1011,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 04:00:00,0,10.21,10.21,1011,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 05:00:00,0,10.82,10.82,1012,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 06:00:00,0,10.97,10.97,1012,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 07:00:00,0,11.49,11.49,1012,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 08:00:00,0,12.31,12.31,1012,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 09:00:00,0,12.63,12.63,1012,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 10:00:00,0,12.93,12.93,1011,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 11:00:00,0,13.82,13.82,1010,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 12:00:00,0,14.51,14.51,1009,1
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 13:00:00,0,15.58,15.58,1009,2
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 14:00:00,0,16.07,16.07,1008,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 15:00:00,0,15.94,15.94,1008,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 16:00:00,0,16.68,16.68,1008,7
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 17:00:00,0,16.33,16.33,1008,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 18:00:00,0,16.17,16.17,1008,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 19:00:00,0,16.0,16.0,1008,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 20:00:00,0,16.55,16.55,1007,3
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 21:00:00,0,16.47,16.47,1007,4
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 22:00:00,0,16.88,16.88,1007,5
İstanbul Bolge,17064,40.911345,29.155803,2024-11-22 23:00:00,0,17.25,17.25,1006,7
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 00:00:00,0,18.06,18.06,1006,10
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 01:00:00,0,17.94,17.94,1006,9
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 02:00:00,0,17.57,17.57,1006,8
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 03:00:00,0,17.78,17.78,1005,9
İstanbul Bolge,17064,40.911345,29.155803,2024-11-23 04:00:00,0,17.65,17.65,1005,8
