Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sariyer,17061,41.146382,29.050195,2024-11-22 00:00:00,0,8.24,8.24,1011,2
Sariyer,17061,41.146382,29.050195,2024-11-22 01:00:00,0,7.96,7.96,1010,2
Sariyer,17061,41.146382,29.050195,2024-11-22 02:00:00,0,7.7,7.7,1009,1
Sariyer,17061,41.146382,29.050195,2024-11-22 03:00:00,0,7.56,7.56,1009,1
Sariyer,17061,41.146382,29.050195,2024-11-22 04:00:00,0,7.29,7.29,1009,1
Sariyer,17061,41.146382,29.050195,2024-11-22 05:00:00,0,7.64,7.64,1009,0
Sariyer,17061,41.146382,29.050195,2024-11-22 06:00:00,0,8.41,8.41,1009,1
Sariyer,17061,41.146382,29.050195,2024-11-22 07:00:00,0,10.13,10.13,1009,1
Sariyer,17061,41.146382,29.050195,2024-11-22 08:00:00,0,12.07,12.07,1009,2
Sariyer,17061,41.146382,29.050195,2024-11-22 09:00:00,0,13.91,13.91,1008,3
Sariyer,17061,41.146382,29.050195,2024-11-22 10:00:00,0,14.94,14.94,1007,4
Sariyer,17061,41.146382,29.050195,2024-11-22 11:00:00,0,15.92,15.92,1007,4
Sariyer,17061,41.146382,29.050195,2024-11-22 12:00:00,0,16.89,16.89,1006,5
Sariyer,17061,41.146382,29.050195,2024-11-22 13:00:00,0,16.92,16.92,1005,4
Sariyer,17061,41.146382,29.050195,2024-11-22 14:00:00,0,16.37,16.37,1005,3
Sariyer,17061,41.146382,29.050195,2024-11-22 15:00:00,0,16.99,16.99,1004,5
Sariyer,17061,41.146382,29.050195,2024-11-22 16:00:00,0,17.4,17.4,1004,5
Sariyer,17061,41.146382,29.050195,2024-11-22 17:00:00,0,17.89,17.89,1004,8
Sariyer,17061,41.146382,29.050195,2024-11-22 18:00:00,0,17.42,17.42,1004,8
Sariyer,17061,41.146382,29.050195,2024-11-22 19:00:00,0,17.29,17.29,1003,8
Sariyer,17061,41.146382,29.050195,2024-11-22 20:00:00,0,16.8,16.8,1003,7
Sariyer,17061,41.146382,29.050195,2024-11-22 21:00:00,0,17.14,17.14,1003,7
Sariyer,17061,41.146382,29.050195,2024-11-22 22:00:00,0,17.27,17.27,1003,7
Sariyer,17061,41.146382,29.050195,2024-11-22 23:00:00,0,16.8,16.8,1002,7
Sariyer,17061,41.146382,29.050195,2024-11-23 00:00:00,0,17.25,17.25,1002,7
Sariyer,17061,41.146382,29.050195,2024-11-23 01:00:00,0,17.33,17.33,1001,7
Sariyer,17061,41.146382,29.050195,2024-11-23 02:00:00,0,17.15,17.15,1002,6
Sariyer,17061,41.146382,29.050195,2024-11-23 03:00:00,0,16.48,16.48,1002,4
Sariyer,17061,41.146382,29.050195,2024-11-23 04:00:00,0,17.19,17.19,1002,7
Sariyer,17061,41.146382,29.050195,2024-11-23 05:00:00,0,16.37,16.37,1003,5
Sariyer,17061,41.146382,29.050195,2024-11-23 06:00:00,8,9.5,9.5,1004,10
Sariyer,17061,41.146382,29.050195,2024-11-23 07:00:00,4,7.62,7.62,1006,9
Sariyer,17061,41.146382,29.050195,2024-11-23 08:00:00,6,5.51,5.51,1008,12
Sariyer,17061,41.146382,29.050195,2024-11-23 09:00:00,8,4.53,4.53,1011,8
Sariyer,17061,41.146382,29.050195,2024-11-23 10:00:00,4,3.36,3.36,1012,5
Sariyer,17061,41.146382,29.050195,2024-11-23 11:00:00,2,4.4,4.4,1014,5
Sariyer,17061,41.146382,29.050195,2024-11-23 12:00:00,1,4.17,4.17,1014,2
Sariyer,17061,41.146382,29.050195,2024-11-23 13:00:00,0,4.98,4.98,1016,2
Sariyer,17061,41.146382,29.050195,2024-11-23 14:00:00,0,5.84,5.84,1016,3
Sariyer,17061,41.146382,29.050195,2024-11-23 15:00:00,0,5.62,5.62,1017,4
Sariyer,17061,41.146382,29.050195,2024-11-23 16:00:00,0,6.16,6.16,1018,4
Sariyer,17061,41.146382,29.050195,2024-11-23 17:00:00,0,5.51,5.51,1019,6
Sariyer,17061,41.146382,29.050195,2024-11-23 18:00:00,0,5.05,5.05,1020,5
Sariyer,17061,41.146382,29.050195,2024-11-23 19:00:00,1,4.0,4.0,1020,4
