Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 00:00:00,0,8.64,8.64,1005,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 01:00:00,0,7.77,7.77,1004,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 02:00:00,0,7.53,7.53,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 03:00:00,0,7.26,7.26,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 04:00:00,0,7.24,7.24,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 05:00:00,0,7.19,7.19,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 06:00:00,0,7.97,7.97,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 07:00:00,0,10.29,10.29,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 08:00:00,0,12.2,12.2,1003,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 09:00:00,0,13.38,13.38,1003,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 10:00:00,0,14.73,14.73,1002,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 11:00:00,0,15.53,15.53,1001,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 12:00:00,0,16.33,16.33,1001,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 13:00:00,0,16.83,16.83,1000,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 14:00:00,0,16.91,16.91,999,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 15:00:00,0,17.25,17.25,999,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 16:00:00,0,18.31,18.31,999,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 17:00:00,0,18.2,18.2,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 18:00:00,0,17.93,17.93,999,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 19:00:00,0,17.89,17.89,999,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 20:00:00,0,17.45,17.45,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 21:00:00,0,17.48,17.48,998,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 22:00:00,0,17.51,17.51,998,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 23:00:00,0,17.96,17.96,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 00:00:00,0,18.1,18.1,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 01:00:00,0,18.23,18.23,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 02:00:00,0,18.03,18.03,997,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 03:00:00,0,17.63,17.63,996,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 04:00:00,0,17.33,17.33,997,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 05:00:00,0,17.47,17.47,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 06:00:00,6,18.03,18.03,998,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 07:00:00,10,8.37,8.37,1003,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 08:00:00,7,6.0,6.0,1003,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 09:00:00,9,3.96,3.96,1006,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 10:00:00,4,2.27,2.27,1006,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 11:00:00,3,3.37,3.37,1008,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 12:00:00,1,3.53,3.53,1010,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 13:00:00,0,5.01,5.01,1010,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 14:00:00,0,6.0,6.0,1012,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 15:00:00,0,6.46,6.46,1011,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 16:00:00,0,6.04,6.04,1012,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 17:00:00,0,5.68,5.68,1014,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 18:00:00,0,5.04,5.04,1014,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 19:00:00,0,4.66,4.66,1015,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 20:00:00,0,4.39,4.39,1015,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 21:00:00,3,5.49,5.49,1017,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 22:00:00,1,3.79,3.79,1018,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 23:00:00,0,5.85,5.85,1018,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 00:00:00,0,5.68,5.68,1019,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 01:00:00,0,5.58,5.58,1019,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 02:00:00,0,5.56,5.56,1020,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 03:00:00,0,5.38,5.38,1021,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 04:00:00,0,5.45,5.45,1021,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 05:00:00,0,5.49,5.49,1022,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 06:00:00,0,6.17,6.17,1023,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 07:00:00,0,6.95,6.95,1023,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 08:00:00,0,7.54,7.54,1023,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 09:00:00,0,7.7,7.7,1023,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 10:00:00,0,7.98,7.98,1022,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 11:00:00,0,8.21,8.21,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 12:00:00,0,8.13,8.13,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 13:00:00,0,7.91,7.91,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 14:00:00,0,7.5,7.5,1022,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 15:00:00,0,7.1,7.1,1022,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 16:00:00,0,6.89,6.89,1022,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 17:00:00,0,6.6,6.6,1022,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 18:00:00,0,6.43,6.43,1022,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 19:00:00,0,6.07,6.07,1021,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 20:00:00,0,5.61,5.61,1021,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 21:00:00,0,4.41,4.41,1020,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 22:00:00,0,4.27,4.27,1020,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-24 23:00:00,0,4.09,4.09,1020,2
