Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Goztepe,17813,40.979451,29.057147,2024-11-22 00:00:00,0,9.48,9.48,1010,3
Goztepe,17813,40.979451,29.057147,2024-11-22 01:00:00,0,8.73,8.73,1010,2
Goztepe,17813,40.979451,29.057147,2024-11-22 02:00:00,0,8.52,8.52,1009,2
Goztepe,17813,40.979451,29.057147,2024-11-22 03:00:00,0,8.31,8.31,1008,2
Goztepe,17813,40.979451,29.057147,2024-11-22 04:00:00,0,7.89,7.89,1008,1
Goztepe,17813,40.979451,29.057147,2024-11-22 05:00:00,0,7.7,7.7,1009,1
Goztepe,17813,40.979451,29.057147,2024-11-22 06:00:00,0,9.06,9.06,1009,1
Goztepe,17813,40.979451,29.057147,2024-11-22 07:00:00,0,11.03,11.03,1009,2
Goztepe,17813,40.979451,29.057147,2024-11-22 08:00:00,0,12.32,12.32,1009,2
Goztepe,17813,40.979451,29.057147,2024-11-22 09:00:00,0,13.31,13.31,1008,2
Goztepe,17813,40.979451,29.057147,2024-11-22 10:00:00,0,14.16,14.16,1008,3
Goztepe,17813,40.979451,29.057147,2024-11-22 11:00:00,0,15.1,15.1,1007,3
Goztepe,17813,40.979451,29.057147,2024-11-22 12:00:00,0,16.62,16.62,1006,4
Goztepe,17813,40.979451,29.057147,2024-11-22 13:00:00,0,17.75,17.75,1005,5
Goztepe,17813,40.979451,29.057147,2024-11-22 14:00:00,0,17.77,17.77,1005,5
Goztepe,17813,40.979451,29.057147,2024-11-22 15:00:00,0,17.22,17.22,1004,6
Goztepe,17813,40.979451,29.057147,2024-11-22 16:00:00,0,17.97,17.97,1004,9
Goztepe,17813,40.979451,29.057147,2024-11-22 17:00:00,0,17.45,17.45,1005,8
Goztepe,17813,40.979451,29.057147,2024-11-22 18:00:00,0,17.26,17.26,1004,9
Goztepe,17813,40.979451,29.057147,2024-11-22 19:00:00,0,16.63,16.63,1004,7
Goztepe,17813,40.979451,29.057147,2024-11-22 20:00:00,0,16.59,16.59,1004,6
Goztepe,17813,40.979451,29.057147,2024-11-22 21:00:00,0,17.54,17.54,1004,8
Goztepe,17813,40.979451,29.057147,2024-11-22 22:00:00,0,17.45,17.45,1004,7
Goztepe,17813,40.979451,29.057147,2024-11-22 23:00:00,0,17.92,17.92,1003,9
Goztepe,17813,40.979451,29.057147,2024-11-23 00:00:00,0,18.18,18.18,1002,10
Goztepe,17813,40.979451,29.057147,2024-11-23 01:00:00,0,18.14,18.14,1003,8
Goztepe,17813,40.979451,29.057147,2024-11-23 02:00:00,0,18.08,18.08,1002,8
Goztepe,17813,40.979451,29.057147,2024-11-23 03:00:00,0,18.14,18.14,1002,9
Goztepe,17813,40.979451,29.057147,2024-11-23 04:00:00,0,17.16,17.16,1003,6
Goztepe,17813,40.979451,29.057147,2024-11-23 05:00:00,0,17.73,17.73,1002,9
Goztepe,17813,40.979451,29.057147,2024-11-23 06:00:00,0,17.74,17.74,1003,10
Goztepe,17813,40.979451,29.057147,2024-11-23 07:00:00,10,10.77,10.77,1005,11
Goztepe,17813,40.979451,29.057147,2024-11-23 08:00:00,15,7.12,7.12,1007,10
Goztepe,17813,40.979451,29.057147,2024-11-23 09:00:00,11,4.63,4.63,1009,11
Goztepe,17813,40.979451,29.057147,2024-11-23 10:00:00,4,3.02,3.02,1012,7
Goztepe,17813,40.979451,29.057147,2024-11-23 11:00:00,4,4.16,4.16,1014,5
Goztepe,17813,40.979451,29.057147,2024-11-23 12:00:00,2,4.15,4.15,1014,4
Goztepe,17813,40.979451,29.057147,2024-11-23 13:00:00,0,3.56,3.56,1017,2
Goztepe,17813,40.979451,29.057147,2024-11-23 14:00:00,1,4.68,4.68,1017,1
Goztepe,17813,40.979451,29.057147,2024-11-23 15:00:00,0,5.62,5.62,1017,3
Goztepe,17813,40.979451,29.057147,2024-11-23 16:00:00,0,6.81,6.81,1018,3
Goztepe,17813,40.979451,29.057147,2024-11-23 17:00:00,0,6.7,6.7,1019,4
Goztepe,17813,40.979451,29.057147,2024-11-23 18:00:00,0,6.21,6.21,1020,5
Goztepe,17813,40.979451,29.057147,2024-11-23 19:00:00,0,5.77,5.77,1020,5
Goztepe,17813,40.979451,29.057147,2024-11-23 20:00:00,0,5.6,5.6,1021,5
Goztepe,17813,40.979451,29.057147,2024-11-23 21:00:00,1,6.01,6.01,1022,5
Goztepe,17813,40.979451,29.057147,2024-11-23 22:00:00,1,3.99,3.99,1024,7
Goztepe,17813,40.979451,29.057147,2024-11-23 23:00:00,0,5.56,5.56,1024,4
Goztepe,17813,40.979451,29.057147,2024-11-24 00:00:00,0,5.96,5.96,1024,3
Goztepe,17813,40.979451,29.057147,2024-11-24 01:00:00,0,6.09,6.09,1025,6
Goztepe,17813,40.979451,29.057147,2024-11-24 02:00:00,0,6.18,6.18,1026,5
Goztepe,17813,40.979451,29.057147,2024-11-24 03:00:00,0,6.04,6.04,1027,4
Goztepe,17813,40.979451,29.057147,2024-11-24 04:00:00,0,5.8,5.8,1027,3
Goztepe,17813,40.979451,29.057147,2024-11-24 05:00:00,0,5.91,5.91,1028,4
Goztepe,17813,40.979451,29.057147,2024-11-24 06:00:00,0,6.64,6.64,1028,4
Goztepe,17813,40.979451,29.057147,2024-11-24 07:00:00,0,7.64,7.64,1028,5
Goztepe,17813,40.979451,29.057147,2024-11-24 08:00:00,0,8.34,8.34,1029,6
Goztepe,17813,40.979451,29.057147,2024-11-24 09:00:00,0,8.75,8.75,1029,6
Goztepe,17813,40.979451,29.057147,2024-11-24 10:00:00,0,8.92,8.92,1028,6
Goztepe,17813,40.979451,29.057147,2024-11-24 11:00:00,0,8.87,8.87,1028,6
Goztepe,17813,40.979451,29.057147,2024-11-24 12:00:00,0,8.8,8.8,1028,5
Goztepe,17813,40.979451,29.057147,2024-11-24 13:00:00,0,8.46,8.46,1028,5
Goztepe,17813,40.979451,29.057147,2024-11-24 14:00:00,0,7.98,7.98,1028,5
Goztepe,17813,40.979451,29.057147,2024-11-24 15:00:00,0,7.48,7.48,1028,4
Goztepe,17813,40.979451,29.057147,2024-11-24 16:00:00,0,7.16,7.16,1028,3
Goztepe,17813,40.979451,29.057147,2024-11-24 17:00:00,0,6.75,6.75,1027,2
Goztepe,17813,40.979451,29.057147,2024-11-24 18:00:00,0,6.27,6.27,1027,1
Goztepe,17813,40.979451,29.057147,2024-11-24 19:00:00,0,5.9,5.9,1027,1
Goztepe,17813,40.979451,29.057147,2024-11-24 20:00:00,0,5.76,5.76,1026,2
Goztepe,17813,40.979451,29.057147,2024-11-24 21:00:00,0,5.5,5.5,1026,1
Goztepe,17813,40.979451,29.057147,2024-11-24 22:00:00,0,5.07,5.07,1026,2
Goztepe,17813,40.979451,29.057147,2024-11-24 23:00:00,0,5.04,5.04,1025,2
