Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 00:00:00,0,7.88,7.88,1006,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 01:00:00,0,5.49,5.49,1006,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 02:00:00,0,5.81,5.81,1005,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 03:00:00,0,4.67,4.67,1005,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 04:00:00,0,4.79,4.79,1004,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 05:00:00,0,5.25,5.25,1004,0
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 06:00:00,0,7.62,7.62,1005,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 07:00:00,0,9.92,9.92,1005,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 08:00:00,0,12.81,12.81,1005,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 09:00:00,0,15.82,15.82,1004,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 10:00:00,0,17.09,17.09,1003,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 11:00:00,0,18.38,18.38,1003,3
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 12:00:00,0,18.63,18.63,1002,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 13:00:00,0,18.9,18.9,1001,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 14:00:00,0,17.83,17.83,1001,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 15:00:00,0,16.53,16.53,1000,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 16:00:00,0,17.21,17.21,1000,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 17:00:00,0,16.83,16.83,1000,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 18:00:00,0,17.04,17.04,1000,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 19:00:00,0,17.04,17.04,999,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 20:00:00,0,16.81,16.81,999,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 21:00:00,0,16.86,16.86,999,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 22:00:00,0,15.81,15.81,999,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-22 23:00:00,0,17.78,17.78,998,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 00:00:00,0,15.66,15.66,998,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 01:00:00,0,18.9,18.9,998,8
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 02:00:00,0,18.2,18.2,998,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 03:00:00,0,16.34,16.34,998,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 04:00:00,0,14.89,14.89,999,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 05:00:00,0,14.43,14.43,998,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 06:00:00,1,19.27,19.27,998,8
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 07:00:00,9,8.3,8.3,1002,7
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 08:00:00,8,5.8,5.8,1004,9
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 09:00:00,10,3.63,3.63,1006,9
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 10:00:00,6,1.97,1.97,1008,7
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 11:00:00,4,2.69,2.69,1009,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 12:00:00,2,3.18,3.18,1010,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 13:00:00,1,3.53,3.53,1011,1
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 14:00:00,1,4.85,4.85,1013,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 15:00:00,0,3.97,3.97,1013,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 16:00:00,0,4.65,4.65,1014,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 17:00:00,0,5.06,5.06,1015,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 18:00:00,0,4.59,4.59,1015,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 19:00:00,0,4.1,4.1,1016,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 20:00:00,5,4.34,4.34,1016,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 21:00:00,3,5.0,5.0,1017,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 22:00:00,3,3.8,3.8,1019,2
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-23 23:00:00,0,4.18,4.18,1019,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 00:00:00,0,4.62,4.62,1020,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 01:00:00,0,4.66,4.66,1020,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 02:00:00,0,3.76,3.76,1021,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 03:00:00,0,4.36,4.36,1022,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 04:00:00,0,3.33,3.33,1022,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 05:00:00,0,3.77,3.77,1023,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 06:00:00,0,5.12,5.12,1024,4
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 07:00:00,0,6.66,6.66,1024,5
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 08:00:00,0,7.14,7.14,1024,6
Cekmekoy/Omerli,18397,41.078333,29.325556,2024-11-24 09:00:00,0,7.3,7.3,1024,7
