Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Uskudar,18404,41.032778,29.046389,2024-11-22 00:00:00,0,9.14,9.14,1006,3
Uskudar,18404,41.032778,29.046389,2024-11-22 01:00:00,0,8.45,8.45,1006,2
Uskudar,18404,41.032778,29.046389,2024-11-22 02:00:00,0,8.39,8.39,1005,3
Uskudar,18404,41.032778,29.046389,2024-11-22 03:00:00,0,8.3,8.3,1005,2
Uskudar,18404,41.032778,29.046389,2024-11-22 04:00:00,0,7.62,7.62,1005,1
Uskudar,18404,41.032778,29.046389,2024-11-22 05:00:00,0,7.97,7.97,1005,2
Uskudar,18404,41.032778,29.046389,2024-11-22 06:00:00,0,9.47,9.47,1005,2
Uskudar,18404,41.032778,29.046389,2024-11-22 07:00:00,0,11.56,11.56,1005,3
Uskudar,18404,41.032778,29.046389,2024-11-22 08:00:00,0,12.81,12.81,1005,3
Uskudar,18404,41.032778,29.046389,2024-11-22 09:00:00,0,14.14,14.14,1004,3
Uskudar,18404,41.032778,29.046389,2024-11-22 10:00:00,0,15.34,15.34,1004,3
Uskudar,18404,41.032778,29.046389,2024-11-22 11:00:00,0,16.37,16.37,1003,4
Uskudar,18404,41.032778,29.046389,2024-11-22 12:00:00,0,17.54,17.54,1002,6
Uskudar,18404,41.032778,29.046389,2024-11-22 13:00:00,0,17.81,17.81,1002,5
Uskudar,18404,41.032778,29.046389,2024-11-22 14:00:00,0,17.97,17.97,1001,7
Uskudar,18404,41.032778,29.046389,2024-11-22 15:00:00,0,19.02,19.02,1001,10
Uskudar,18404,41.032778,29.046389,2024-11-22 16:00:00,0,18.2,18.2,1000,8
Uskudar,18404,41.032778,29.046389,2024-11-22 17:00:00,0,18.09,18.09,1001,9
Uskudar,18404,41.032778,29.046389,2024-11-22 18:00:00,0,17.96,17.96,1001,9
Uskudar,18404,41.032778,29.046389,2024-11-22 19:00:00,0,17.57,17.57,1000,8
Uskudar,18404,41.032778,29.046389,2024-11-22 20:00:00,0,17.24,17.24,1000,7
Uskudar,18404,41.032778,29.046389,2024-11-22 21:00:00,0,17.54,17.54,1000,7
Uskudar,18404,41.032778,29.046389,2024-11-22 22:00:00,0,17.76,17.76,999,8
Uskudar,18404,41.032778,29.046389,2024-11-22 23:00:00,0,17.77,17.77,999,8
Uskudar,18404,41.032778,29.046389,2024-11-23 00:00:00,0,18.27,18.27,998,10
Uskudar,18404,41.032778,29.046389,2024-11-23 01:00:00,0,18.25,18.25,999,9
Uskudar,18404,41.032778,29.046389,2024-11-23 02:00:00,0,18.22,18.22,998,8
Uskudar,18404,41.032778,29.046389,2024-11-23 03:00:00,0,17.92,17.92,998,7
Uskudar,18404,41.032778,29.046389,2024-11-23 04:00:00,0,17.32,17.32,999,6
Uskudar,18404,41.032778,29.046389,2024-11-23 05:00:00,0,17.54,17.54,999,7
Uskudar,18404,41.032778,29.046389,2024-11-23 06:00:00,7,17.8,17.8,999,8
Uskudar,18404,41.032778,29.046389,2024-11-23 07:00:00,8,7.94,7.94,1003,9
Uskudar,18404,41.032778,29.046389,2024-11-23 08:00:00,11,6.45,6.45,1004,10
Uskudar,18404,41.032778,29.046389,2024-11-23 09:00:00,7,3.8,3.8,1007,8
Uskudar,18404,41.032778,29.046389,2024-11-23 10:00:00,2,2.46,2.46,1008,7
Uskudar,18404,41.032778,29.046389,2024-11-23 11:00:00,4,3.25,3.25,1010,5
Uskudar,18404,41.032778,29.046389,2024-11-23 12:00:00,1,3.37,3.37,1011,2
Uskudar,18404,41.032778,29.046389,2024-11-23 13:00:00,0,4.14,4.14,1012,1
Uskudar,18404,41.032778,29.046389,2024-11-23 14:00:00,0,3.72,3.72,1013,2
Uskudar,18404,41.032778,29.046389,2024-11-23 15:00:00,0,5.26,5.26,1013,2
Uskudar,18404,41.032778,29.046389,2024-11-23 16:00:00,0,6.19,6.19,1014,3
Uskudar,18404,41.032778,29.046389,2024-11-23 17:00:00,0,6.12,6.12,1015,3
Uskudar,18404,41.032778,29.046389,2024-11-23 18:00:00,0,5.62,5.62,1016,4
Uskudar,18404,41.032778,29.046389,2024-11-23 19:00:00,0,5.4,5.4,1016,4
Uskudar,18404,41.032778,29.046389,2024-11-23 20:00:00,0,5.35,5.35,1017,4
Uskudar,18404,41.032778,29.046389,2024-11-23 21:00:00,3,5.81,5.81,1018,5
Uskudar,18404,41.032778,29.046389,2024-11-23 22:00:00,2,3.05,3.05,1020,5
Uskudar,18404,41.032778,29.046389,2024-11-23 23:00:00,0,5.17,5.17,1020,4
Uskudar,18404,41.032778,29.046389,2024-11-24 00:00:00,0,4.83,4.83,1021,3
Uskudar,18404,41.032778,29.046389,2024-11-24 01:00:00,0,5.65,5.65,1021,5
Uskudar,18404,41.032778,29.046389,2024-11-24 02:00:00,0,5.69,5.69,1022,6
Uskudar,18404,41.032778,29.046389,2024-11-24 03:00:00,0,6.01,6.01,1023,5
Uskudar,18404,41.032778,29.046389,2024-11-24 04:00:00,0,5.74,5.74,1023,4
Uskudar,18404,41.032778,29.046389,2024-11-24 05:00:00,0,5.52,5.52,1024,4
Uskudar,18404,41.032778,29.046389,2024-11-24 06:00:00,0,5.96,5.96,1025,5
Uskudar,18404,41.032778,29.046389,2024-11-24 07:00:00,0,7.09,7.09,1025,5
Uskudar,18404,41.032778,29.046389,2024-11-24 08:00:00,0,7.42,7.42,1025,5
Uskudar,18404,41.032778,29.046389,2024-11-24 09:00:00,0,7.59,7.59,1025,6
Uskudar,18404,41.032778,29.046389,2024-11-24 10:00:00,0,7.83,7.83,1025,7
Uskudar,18404,41.032778,29.046389,2024-11-24 11:00:00,0,7.98,7.98,1024,7
Uskudar,18404,41.032778,29.046389,2024-11-24 12:00:00,0,8.05,8.05,1024,6
Uskudar,18404,41.032778,29.046389,2024-11-24 13:00:00,0,7.8,7.8,1024,6
Uskudar,18404,41.032778,29.046389,2024-11-24 14:00:00,0,7.31,7.31,1024,5
Uskudar,18404,41.032778,29.046389,2024-11-24 15:00:00,0,6.87,6.87,1024,4
Uskudar,18404,41.032778,29.046389,2024-11-24 16:00:00,0,6.58,6.58,1024,3
Uskudar,18404,41.032778,29.046389,2024-11-24 17:00:00,0,6.26,6.26,1024,3
Uskudar,18404,41.032778,29.046389,2024-11-24 18:00:00,0,5.91,5.91,1023,2
Uskudar,18404,41.032778,29.046389,2024-11-24 19:00:00,0,5.65,5.65,1023,2
Uskudar,18404,41.032778,29.046389,2024-11-24 20:00:00,0,5.52,5.52,1023,0
Uskudar,18404,41.032778,29.046389,2024-11-24 21:00:00,0,5.16,5.16,1022,0
Uskudar,18404,41.032778,29.046389,2024-11-24 22:00:00,0,4.61,4.61,1022,2
Uskudar,18404,41.032778,29.046389,2024-11-24 23:00:00,0,4.39,4.39,1022,1
