Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 00:00:00,0,16.15,988,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 01:00:00,0,15.06,988,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 02:00:00,0,14.98,988,6
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 03:00:00,0,15.2,987,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 04:00:00,0,15.37,988,6
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 05:00:00,0,15.59,988,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 06:00:00,0,16.29,989,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 07:00:00,0,18.17,989,2
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 08:00:00,0,20.33,990,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 09:00:00,0,21.65,990,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 10:00:00,0,22.16,990,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 11:00:00,0,21.99,989,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 12:00:00,1,21.55,989,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 13:00:00,0,20.28,990,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 14:00:00,0,18.69,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 15:00:00,0,15.73,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 16:00:00,0,14.87,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 17:00:00,0,14.06,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 18:00:00,0,13.68,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 19:00:00,0,12.68,990,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 20:00:00,0,11.83,990,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 21:00:00,0,11.75,990,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 22:00:00,0,11.57,990,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-01 23:00:00,0,11.78,989,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 00:00:00,0,12.43,989,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 01:00:00,0,13.52,988,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 02:00:00,0,13.83,988,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 03:00:00,0,14.3,987,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 04:00:00,0,14.76,987,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 05:00:00,0,15.05,987,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 06:00:00,1,15.66,987,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 07:00:00,1,15.66,987,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 08:00:00,0,17.05,986,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 09:00:00,0,17.99,986,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 10:00:00,0,19.15,985,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 11:00:00,0,20.16,984,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 12:00:00,1,20.51,984,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 13:00:00,1,19.26,983,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 14:00:00,0,18.97,983,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 15:00:00,0,15.25,983,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 16:00:00,0,14.02,983,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 17:00:00,0,14.88,984,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 18:00:00,0,15.0,984,4
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 19:00:00,0,15.36,984,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 20:00:00,0,14.69,984,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 21:00:00,0,14.28,984,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 22:00:00,0,11.84,985,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-02 23:00:00,0,13.3,985,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 00:00:00,0,12.8,985,2
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 01:00:00,0,11.9,985,1
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 02:00:00,0,10.62,984,1
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 03:00:00,0,9.5,984,1
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 04:00:00,0,10.69,985,1
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 05:00:00,0,11.07,985,2
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 06:00:00,0,13.36,985,3
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 07:00:00,0,17.65,985,5
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 08:00:00,0,18.95,985,6
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 09:00:00,0,19.87,985,6
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 10:00:00,0,20.82,984,7
Silivri Orman Sahasi,18793,41.306389,28.186944,2023-11-03 11:00:00,0,21.92,983,7
