Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 00:00:00,0,8.4,8.4,1000,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 01:00:00,0,7.84,7.84,999,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 02:00:00,0,7.83,7.83,999,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 03:00:00,0,7.68,7.68,998,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 04:00:00,0,7.45,7.45,998,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 05:00:00,0,7.24,7.24,998,1
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 06:00:00,0,8.38,8.38,999,0
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 07:00:00,0,11.33,11.33,999,1
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 08:00:00,0,13.0,13.0,999,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 09:00:00,0,14.58,14.58,998,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 10:00:00,0,15.89,15.89,997,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 11:00:00,0,17.08,17.08,997,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 12:00:00,0,17.67,17.67,996,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 13:00:00,0,17.88,17.88,995,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 14:00:00,0,17.91,17.91,995,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 15:00:00,0,16.58,16.58,995,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 16:00:00,0,16.2,16.2,994,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 17:00:00,0,16.48,16.48,994,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 18:00:00,0,17.44,17.44,994,7
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 19:00:00,0,16.46,16.46,994,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 20:00:00,0,16.7,16.7,994,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 21:00:00,0,16.07,16.07,993,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 22:00:00,0,15.8,15.8,993,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-22 23:00:00,0,16.68,16.68,992,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 00:00:00,0,16.37,16.37,992,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 01:00:00,0,17.56,17.56,992,7
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 02:00:00,0,18.03,18.03,991,8
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 03:00:00,0,17.3,17.3,992,5
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 04:00:00,0,17.02,17.02,992,6
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 05:00:00,0,17.12,17.12,992,6
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 06:00:00,3,17.7,17.7,993,7
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 07:00:00,5,7.7,7.7,997,7
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 08:00:00,5,6.16,6.16,998,7
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 09:00:00,7,4.19,4.19,1000,6
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 10:00:00,5,1.81,1.81,1002,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 11:00:00,2,1.43,1.43,1003,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 12:00:00,1,1.52,1.52,1004,1
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 13:00:00,1,2.24,2.24,1004,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 14:00:00,0,3.12,3.12,1006,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 15:00:00,0,3.65,3.65,1006,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 16:00:00,0,4.61,4.61,1007,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 17:00:00,0,4.92,4.92,1008,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 18:00:00,0,4.39,4.39,1009,4
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 19:00:00,0,4.04,4.04,1010,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 20:00:00,1,3.45,3.45,1011,2
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 21:00:00,2,3.33,3.33,1012,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 22:00:00,1,3.25,3.25,1013,3
Samandira Havalimani,17065,40.986581,29.213521,2024-11-23 23:00:00,3,3.79,3.79,1013,3
