Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 00:00:00,0,8.64,8.64,1005,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 01:00:00,0,7.81,7.81,1004,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 02:00:00,0,7.69,7.69,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 03:00:00,0,7.52,7.52,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 04:00:00,0,7.39,7.39,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 05:00:00,0,7.34,7.34,1003,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 06:00:00,0,8.14,8.14,1004,1
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 07:00:00,0,10.67,10.67,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 08:00:00,0,12.37,12.37,1003,2
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 09:00:00,0,13.71,13.71,1003,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 10:00:00,0,14.61,14.61,1002,3
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 11:00:00,0,16.01,16.01,1001,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 12:00:00,0,16.44,16.44,1001,5
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 13:00:00,0,16.6,16.6,1000,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 14:00:00,0,16.96,16.96,999,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 15:00:00,0,18.46,18.46,999,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 16:00:00,0,18.36,18.36,999,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 17:00:00,0,18.22,18.22,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 18:00:00,0,17.86,17.86,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 19:00:00,0,17.62,17.62,999,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 20:00:00,0,17.09,17.09,999,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 21:00:00,0,17.27,17.27,999,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 22:00:00,0,17.47,17.47,998,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-22 23:00:00,0,17.91,17.91,997,9
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 00:00:00,0,18.14,18.14,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 01:00:00,0,18.12,18.12,997,10
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 02:00:00,0,17.81,17.81,997,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 03:00:00,0,17.5,17.5,996,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 04:00:00,0,16.98,16.98,997,6
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 05:00:00,0,17.23,17.23,997,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 06:00:00,10,17.53,17.53,998,7
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 07:00:00,7,7.73,7.73,1003,4
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 08:00:00,4,6.32,6.32,1003,8
Sariyer/ITU,18980,41.099909,29.025127,2024-11-23 09:00:00,9,3.48,3.48,1006,7
