Istasyon_Adi,Istasyon_Numarasi,Enlem,Boylam,Tarih,Yagis(mm),2_Metre_Sicaklik(C),2_Metre_Cig_Noktasi_Sicakligi(C),Yuzey_Basinci(mb),10_Metre_Ruzgar(m/s)
Tuzla,18100,40.827778,29.293056,2024-11-22 00:00:00,0,10.28,10.28,1014,4
Tuzla,18100,40.827778,29.293056,2024-11-22 01:00:00,0,9.35,9.35,1014,2
Tuzla,18100,40.827778,29.293056,2024-11-22 02:00:00,0,9.39,9.39,1013,4
Tuzla,18100,40.827778,29.293056,2024-11-22 03:00:00,0,9.34,9.34,1012,4
Tuzla,18100,40.827778,29.293056,2024-11-22 04:00:00,0,8.91,8.91,1012,2
Tuzla,18100,40.827778,29.293056,2024-11-22 05:00:00,0,8.81,8.81,1012,1
Tuzla,18100,40.827778,29.293056,2024-11-22 06:00:00,0,9.71,9.71,1013,1
Tuzla,18100,40.827778,29.293056,2024-11-22 07:00:00,0,11.34,11.34,1013,1
Tuzla,18100,40.827778,29.293056,2024-11-22 08:00:00,0,12.48,12.48,1013,1
Tuzla,18100,40.827778,29.293056,2024-11-22 09:00:00,0,13.83,13.83,1012,0
Tuzla,18100,40.827778,29.293056,2024-11-22 10:00:00,0,15.06,15.06,1012,1
Tuzla,18100,40.827778,29.293056,2024-11-22 11:00:00,0,16.2,16.2,1011,1
Tuzla,18100,40.827778,29.293056,2024-11-22 12:00:00,0,16.48,16.48,1010,1
Tuzla,18100,40.827778,29.293056,2024-11-22 13:00:00,0,17.27,17.27,1010,0
Tuzla,18100,40.827778,29.293056,2024-11-22 14:00:00,0,17.52,17.52,1009,3
Tuzla,18100,40.827778,29.293056,2024-11-22 15:00:00,0,16.97,16.97,1009,4
Tuzla,18100,40.827778,29.293056,2024-11-22 16:00:00,0,16.97,16.97,1009,3
Tuzla,18100,40.827778,29.293056,2024-11-22 17:00:00,0,16.98,16.98,1009,3
Tuzla,18100,40.827778,29.293056,2024-11-22 18:00:00,0,16.22,16.22,1009,3
Tuzla,18100,40.827778,29.293056,2024-11-22 19:00:00,0,16.53,16.53,1008,3
Tuzla,18100,40.827778,29.293056,2024-11-22 20:00:00,0,15.88,15.88,1008,3
Tuzla,18100,40.827778,29.293056,2024-11-22 21:00:00,0,15.81,15.81,1008,4
Tuzla,18100,40.827778,29.293056,2024-11-22 22:00:00,0,16.33,16.33,1007,4
Tuzla,18100,40.827778,29.293056,2024-11-22 23:00:00,0,15.42,15.42,1007,3
Tuzla,18100,40.827778,29.293056,2024-11-23 00:00:00,0,16.63,16.63,1007,4
Tuzla,18100,40.827778,29.293056,2024-11-23 01:00:00,0,16.38,16.38,1007,4
Tuzla,18100,40.827778,29.293056,2024-11-23 02:00:00,0,16.38,16.38,1006,4
Tuzla,18100,40.827778,29.293056,2024-11-23 03:00:00,0,15.89,15.89,1006,3
Tuzla,18100,40.827778,29.293056,2024-11-23 04:00:00,0,15.56,15.56,1007,4
Tuzla,18100,40.827778,29.293056,2024-11-23 05:00:00,0,17.93,17.93,1007,6
Tuzla,18100,40.827778,29.293056,2024-11-23 06:00:00,0,18.09,18.09,1007,5
Tuzla,18100,40.827778,29.293056,2024-11-23 07:00:00,1,10.61,10.61,1009,11
Tuzla,18100,40.827778,29.293056,2024-11-23 08:00:00,3,7.85,7.85,1010,11
Tuzla,18100,40.827778,29.293056,2024-11-23 09:00:00,4,5.79,5.79,1013,10
Tuzla,18100,40.827778,29.293056,2024-11-23 10:00:00,5,4.34,4.34,1016,3
Tuzla,18100,40.827778,29.293056,2024-11-23 11:00:00,4,2.88,2.88,1019,3
Tuzla,18100,40.827778,29.293056,2024-11-23 12:00:00,1,3.03,3.03,1019,1
Tuzla,18100,40.827778,29.293056,2024-11-23 13:00:00,2,4.12,4.12,1019,0
Tuzla,18100,40.827778,29.293056,2024-11-23 14:00:00,0,5.3,5.3,1022,3
Tuzla,18100,40.827778,29.293056,2024-11-23 15:00:00,0,5.61,5.61,1020,4
Tuzla,18100,40.827778,29.293056,2024-11-23 16:00:00,0,6.53,6.53,1023,5
Tuzla,18100,40.827778,29.293056,2024-11-23 17:00:00,0,7.44,7.44,1023,6
Tuzla,18100,40.827778,29.293056,2024-11-23 18:00:00,0,7.11,7.11,1024,7
Tuzla,18100,40.827778,29.293056,2024-11-23 19:00:00,0,7.13,7.13,1024,7
Tuzla,18100,40.827778,29.293056,2024-11-23 20:00:00,0,6.56,6.56,1025,5
Tuzla,18100,40.827778,29.293056,2024-11-23 21:00:00,1,5.98,5.98,1026,4
Tuzla,18100,40.827778,29.293056,2024-11-23 22:00:00,0,6.51,6.51,1027,3
Tuzla,18100,40.827778,29.293056,2024-11-23 23:00:00,0,5.41,5.41,1028,4
